object_name,kepler_name,disposition,koi_pdisposition,orbital_period,transit_depth,planet_radius,koi_teq,koi_insol,stellar_teff,stellar_radius,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,impact_parameter,transit_duration,koi_ingress,koi_dor,source,tid,toipfx,st_tmag,st_logg,st_dist,toi_created,ra,dec,pl_name,pl_letter,pl_eqt,st_mass
3847.01,,PC,,,,,,,5623.0,1.06,,,,,,,,,,,TESS,149917086.0,3847.0,12.228,4.39,387.635,2021-06-23 15:20:59,160.404554,63.888592,,,,
3848.01,,PC,,,,,,,4798.0,0.82,,,,,,,,,,,TESS,147994863.0,3848.0,13.3104,4.51,362.075,2021-06-23 15:20:59,170.68965,70.832276,,,,
3849.01,,PC,,,,,,,5196.0,1.0,,,,,,,,,,,TESS,147890655.0,3849.0,13.2705,4.38,489.128,2021-06-23 15:20:59,142.086945,66.950156,,,,
385.01,,FP,,,,,,,5159.0,3.77,,,,,,,,,,,TESS,300810086.0,385.0,9.0567,,262.782,2018-10-01 16:12:38,116.813442,-69.030386,,,,
3850.01,,PC,,,,,,,6039.0,1.02,,,,,,,,,,,TESS,143008050.0,3850.0,12.4645,4.47,474.448,2021-06-23 15:20:59,182.709445,66.952158,,,,
3851.01,,PC,,,,,,,5838.0,1.23,,,,,,,,,,,TESS,142739544.0,3851.0,11.1774,4.28,298.349,2021-06-23 15:21:00,150.380403,75.211897,,,,
3852.01,,PC,,,,,,,6010.0,0.92,,,,,,,,,,,TESS,142635225.0,3852.0,13.191,4.56,578.344,2021-06-23 15:21:00,171.789723,74.465349,,,,
3853.01,,PC,,,,,,,5648.0,1.12,,,,,,,,,,,TESS,142618165.0,3853.0,12.1726,4.34,396.697,2021-06-23 15:21:00,170.673731,73.507923,,,,
3854.01,,PC,,,,,,,5814.0,0.93,,,,,,,,,,,TESS,142562395.0,3854.0,13.2278,4.52,559.867,2021-06-23 15:21:00,165.273412,73.068232,,,,
3855.01,,PC,,,,,,,4304.8,0.9,,,,,,,,,,,TESS,126325149.0,3855.0,13.4791,4.36,321.733,2021-06-23 15:21:00,135.496464,27.474953,,,,
3856.01,,PC,,,,,,,5568.0,1.13,,,,,,,,,,,TESS,125552076.0,3856.0,11.655,4.32,314.443,2021-06-23 15:21:00,145.222922,27.950158,,,,
3857.01,,PC,,,,,,,4646.6,0.86,,,,,,,,,,,TESS,105379013.0,3857.0,13.167,4.44,330.706,2021-06-23 15:21:00,141.921026,46.214342,,,,
3858.01,,PC,,,,,,,6329.0,1.16,,,,,,,,,,,TESS,86273567.0,3858.0,11.1971,4.41,312.302,2021-06-23 15:21:01,141.048951,64.318347,,,,
3859.01,,APC,,,,,,,6123.9,1.48,,,,,,,,,,,TESS,1122079.0,3859.0,12.7134,4.16,784.669,2021-06-23 15:22:02,168.926158,28.781025,,,,
386.01,,PC,,,,,,,8562.0,2.67,,,,,,,,,,,TESS,238059180.0,386.0,10.0139,3.91,627.07,2018-10-01 16:12:38,104.138355,-53.545449,,,,
3860.01,,PC,,,,,,,6331.0,1.21,,,,,,,,,,,TESS,416542079.0,3860.0,13.3887,4.37,926.538,2021-06-23 15:22:02,188.736692,49.994859,,,,
3044.01,,FP,,,,,,,6364.0,2.48,,,,,,,,,,,TESS,357538688.0,3044.0,11.5088,3.75,737.306,2021-06-04 01:36:26,137.549077,-63.406609,,,,
3045.01,,PC,,,,,,,7763.0,1.77,,,,,,,,,,,TESS,344568128.0,3045.0,11.8172,4.21,835.785,2021-06-04 01:36:26,156.217054,-69.29013,,,,
3046.01,,PC,,,,,,,6320.0,1.35,,,,,,,,,,,TESS,323966987.0,3046.0,13.1849,4.27,803.709,2021-06-04 01:36:27,176.928172,-60.068872,,,,
3047.01,,PC,,,,,,,7798.0,1.57,,,,,,,,,,,TESS,316652224.0,3047.0,13.1043,4.31,1270.07,2021-06-04 01:36:27,171.95644,-61.531221,,,,
3048.01,,PC,,,,,,,,,,,,,,,,,,,TESS,304426002.0,3048.0,12.3662,,4849.87,2021-06-04 01:36:27,177.796145,-65.316829,,,,
3049.01,,FP,,,,,,,5211.7,,,,,,,,,,,,TESS,303867090.0,3049.0,12.4092,,459.056,2021-06-04 01:36:27,140.219914,-69.791681,,,,
305.01,,PC,,,,,,,5852.0,1.65,,,,,,,,,,,TESS,102030574.0,305.0,12.3294,4.03,689.883,2018-12-20 19:43:30,15.844704,-44.705826,,,,
3050.01,,PC,,,,,,,5568.0,1.55,,,,,,,,,,,TESS,302003748.0,3050.0,12.7985,4.05,690.712,2021-06-04 01:36:27,131.475658,-67.411708,,,,
3051.01,,PC,,,,,,,6506.0,2.15,,,,,,,,,,,TESS,288224503.0,3051.0,12.077,3.9,851.976,2021-06-04 01:36:27,187.315131,-51.00392,,,,
3052.01,,PC,,,,,,,7300.0,2.01,,,,,,,,,,,TESS,287584141.0,3052.0,12.5285,4.05,1049.05,2021-06-04 01:36:27,184.612759,-56.002127,,,,
3053.01,,PC,,,,,,,5247.0,1.01,,,,,,,,,,,TESS,269859655.0,3053.0,12.4041,4.39,337.627,2021-06-04 01:36:28,148.573222,-64.296904,,,,
3054.01,,PC,,,,,,,6412.2,1.16,,,,,,,,,,,TESS,267712001.0,3054.0,12.8798,,718.133,2021-06-04 01:36:28,176.291571,-55.498787,,,,
3055.01,,PC,,,,,,,5958.0,0.96,,,,,,,,,,,TESS,160522555.0,3055.0,12.3858,4.51,405.819,2021-06-04 01:36:28,189.473702,-49.115185,,,,
3056.01,,PC,,,,,,,6905.0,1.77,,,,,,,,,,,TESS,67798337.0,3056.0,13.2765,4.12,1181.19,2021-06-04 01:36:28,185.664501,-58.429108,,,,
3057.01,,APC,,,,,,,6875.0,1.33,,,,,,,,,,,TESS,67622702.0,3057.0,13.4444,4.37,1034.65,2021-06-04 01:36:28,182.263818,-55.394539,,,,
3058.01,,PC,,,,,,,6155.0,1.82,,,,,,,,,,,TESS,464711858.0,3058.0,12.5068,3.98,810.583,2021-06-04 01:36:28,156.943489,-56.760433,,,,
3059.01,,FP,,,,,,,3301.0,,,,,,,,,,,,TESS,464067218.0,3059.0,11.2012,,,2021-06-04 01:36:28,155.307542,-58.537011,,,,
306.01,,KP,,,,,,,5909.0,1.3408999,,,,,,,,,,,TESS,114749636.0,306.0,11.7607,4.21,436.098,2018-12-20 19:43:30,359.191512,-22.153232,,,,
3060.01,,FP,,,,,,,6091.0,1.66057,,,,,,,,,,,TESS,463681005.0,3060.0,13.5552,4.05,1298.66,2021-06-04 01:36:29,154.513775,-56.787877,,,,
3322.01,,PC,,,,,,,6307.0,2.53,,,,,,,,,,,TESS,306357884.0,3322.0,11.5624,3.72,809.845,2021-06-04 14:05:42,265.087598,-63.251885,,,,
3323.01,,FP,,,,,,,4653.0,0.75,,,,,,,,,,,TESS,305512837.0,3323.0,12.7316,4.56,234.721,2021-06-04 14:05:42,262.640686,-64.723142,,,,
3324.01,,PC,,,,,,,5852.0,1.52,,,,,,,,,,,TESS,304695574.0,3324.0,12.9566,4.1,803.35,2021-06-04 14:05:43,278.474993,-70.946262,,,,
3325.01,,PC,,,,,,,5332.0,,,,,,,,,,,,TESS,303617735.0,3325.0,12.8376,,522.799,2021-06-04 14:05:43,272.205469,-59.891679,,,,
3326.01,,PC,,,,,,,5897.0,1.18,,,,,,,,,,,TESS,301455423.0,3326.0,13.1482,4.33,685.8,2021-06-04 14:05:43,256.43032,-70.909631,,,,
3327.01,,PC,,,,,,,6151.0,1.96,,,,,,,,,,,TESS,292477426.0,3327.0,12.4256,3.92,891.92,2021-06-04 14:05:43,281.602174,-68.126095,,,,
3328.01,,PC,,,,,,,5767.0,1.28,,,,,,,,,,,TESS,276647494.0,3328.0,12.1098,4.23,426.298,2021-06-04 14:05:43,266.123677,-79.594616,,,,
3329.01,,PC,,,,,,,6411.0,1.34,,,,,,,,,,,TESS,256158543.0,3329.0,11.6723,4.29,441.315,2021-06-04 14:05:43,266.880985,-79.466679,,,,
333.01,,PC,,,,,,,6150.0,1.1289999,,,,,,,,,,,TESS,224245334.0,333.0,11.5166,4.4,352.269,2018-12-20 19:43:30,353.357499,-41.171521,,,,
3330.01,,PC,,,,,,,6260.0,1.78,,,,,,,,,,,TESS,255768108.0,3330.0,12.4794,4.02,834.968,2021-06-04 14:05:43,268.693269,-53.392923,,,,
3331.01,,CP,,,,,,,5544.0,0.96,,,,,,,,,,,TESS,194795551.0,3331.0,11.3208,4.47,217.193,2021-06-04 14:05:44,271.324167,-34.107171,,,,
3332.01,,FP,,,,,,,3540.7,,,,,,,,,,,,TESS,194179013.0,3332.0,12.7825,,6634.95,2021-06-04 14:05:44,271.039719,-34.12037,,,,
3333.01,,PC,,,,,,,3986.0,,,,,,,,,,,,TESS,193782529.0,3333.0,13.334,,,2021-06-04 14:05:44,270.881486,-35.447285,,,,
3334.01,,PC,,,,,,,6324.3,1.48,,,,,,,,,,,TESS,160930264.0,3334.0,12.8757,4.19,851.085,2021-06-04 14:05:44,276.041754,-51.036649,,,,
3335.01,,PC,,,,,,,5568.0,1.86,,,,,,,,,,,TESS,120033290.0,3335.0,12.5521,3.89,744.585,2021-06-04 14:05:44,279.109348,-57.452396,,,,
3336.01,,PC,,,,,,,,,,,,,,,,,,,TESS,119950057.0,3336.0,12.388,,535.977,2021-06-04 14:05:44,278.746802,-55.663421,,,,
3337.01,,PC,,,,,,,6070.0,1.18,,,,,,,,,,,TESS,119089245.0,3337.0,13.3234,4.35,781.789,2021-06-04 14:05:44,275.147902,-58.253155,,,,
3338.01,,PC,,,,,,,6208.0,1.11,,,,,,,,,,,TESS,86419190.0,3338.0,12.5052,4.42,533.245,2021-06-04 14:05:44,271.923408,-42.543178,,,,
3339.01,,PC,,,,,,,5766.6,,,,,,,,,,,,TESS,86021841.0,3339.0,12.2962,,,2021-06-04 14:05:45,271.611136,-44.117222,,,,
3594.01,,PC,,,,,,,5505.0,1.15,,,,,,,,,,,TESS,162179096.0,3594.0,13.2319,4.3,631.413,2021-06-23 15:13:18,331.162387,32.537015,,,,
3595.01,,KP,,,,,,,5090.0,0.820538,,,,,,,,,,,TESS,440113053.0,3595.0,12.8416,4.54,329.036,2021-06-23 15:16:38,4.859275,44.027596,,,,
3596.01,,PC,,,,,,,5989.7,1.01,,,,,,,,,,,TESS,352690548.0,3596.0,12.8277,4.47,527.73,2021-06-23 15:16:38,356.128305,36.361717,,,,
3597.01,,KP,,,,,,,5007.0,0.795696,,,,,,,,,,,TESS,267650535.0,3597.0,11.9475,4.56,202.078,2021-06-23 15:16:39,9.516583,34.711402,,,,
3598.01,,PC,,,,,,,6282.0,1.5,,,,,,,,,,,TESS,352469839.0,3598.0,12.9723,4.17,792.835,2021-06-23 15:16:39,306.049504,59.27843,,,,
3599.01,,PC,,,,,,,5396.4,0.9,,,,,,,,,,,TESS,194461202.0,3599.0,13.2597,4.5,481.258,2021-06-23 15:16:39,4.094988,38.298531,,,,
360.01,,FP,,,,,,,5657.0,1.71,,,,,,,,,,,TESS,13023738.0,360.0,12.2524,3.97,646.707,2018-12-20 19:43:30,347.08487,-29.590446,,,,
3600.01,,PC,,,,,,,6616.0,1.83,,,,,,,,,,,TESS,343726435.0,3600.0,12.9025,4.05,607.523,2021-06-23 15:16:39,316.383909,56.504367,,,,
3601.01,,PC,,,,,,,6284.0,1.45,,,,,,,,,,,TESS,191202679.0,3601.0,12.4226,4.2,694.069,2021-06-23 15:16:39,8.701208,45.387414,,,,
3602.01,,PC,,,,,,,6566.0,1.27379,,,,,,,,,,,TESS,331146317.0,3602.0,11.7506,4.36,432.426,2021-06-23 15:16:39,325.972143,54.574269,,,,
3603.01,,PC,,,,,,,5303.0,0.9,,,,,,,,,,,TESS,13961554.0,3603.0,13.2666,4.49,470.579,2021-06-23 15:16:40,13.719844,24.724075,,,,
3604.01,,PC,,,,,,,4893.1,,,,,,,,,,,,TESS,330135981.0,3604.0,11.7344,,,2021-06-23 15:16:40,333.501055,56.918981,,,,
3605.01,,PC,,,,,,,6321.0,1.56,,,,,,,,,,,TESS,329373799.0,3605.0,11.789,4.15,526.417,2021-06-23 15:16:40,332.715604,54.481231,,,,
3606.01,,PC,,,,,,,3979.0,,,,,,,,,,,,TESS,315907220.0,3606.0,12.6864,,,2021-06-23 15:16:40,321.24506,57.666632,,,,
3607.01,,PC,,,,,,,,,,,,,,,,,,,TESS,277505161.0,3607.0,13.1142,,,2021-06-23 15:16:40,310.704952,58.514945,,,,
3608.01,,FP,,,,,,,7047.0,2.34,,,,,,,,,,,TESS,267867517.0,3608.0,13.1802,3.89,1162.86,2021-06-23 15:16:40,312.456261,56.896568,,,,
3609.01,,PC,,,,,,,5519.0,1.17,,,,,,,,,,,TESS,267861788.0,3609.0,12.796,4.29,474.723,2021-06-23 15:16:40,312.382517,59.710013,,,,
361.01,,APC,,,,,,,4215.0,0.744573,,,,,,,,,,,TESS,144276942.0,361.0,11.9699,4.59,123.083,2018-12-20 19:43:30,353.903687,-44.808809,,,,
2790.01,,PC,,,,,,,6901.0,1.93,,,,,,,,,,,TESS,247518629.0,2790.0,12.273,4.04,832.581,2021-06-03 22:07:28,85.967216,16.360063,,,,
2791.01,,PC,,,,,,,6425.0,2.02,,,,,,,,,,,TESS,237406657.0,2791.0,12.7587,3.94,1148.8,2021-06-03 22:07:28,96.172915,-36.929228,,,,
2792.01,,PC,,,,,,,5945.0,1.9,,,,,,,,,,,TESS,237362186.0,2792.0,12.3337,3.92,777.673,2021-06-03 22:07:28,95.110693,-38.17295,,,,
2793.01,,PC,,,,,,,5562.0,1.08,,,,,,,,,,,TESS,235077268.0,2793.0,13.2886,4.36,618.274,2021-06-03 22:07:28,86.473805,-46.94361,,,,
2794.01,,PC,,,,,,,6151.0,1.85,,,,,,,,,,,TESS,232139628.0,2794.0,13.0577,3.97,809.18,2021-06-03 22:07:28,90.627138,4.150327,,,,
2795.01,,PC,,,,,,,5325.0,0.88,,,,,,,,,,,TESS,232052748.0,2795.0,13.4809,4.51,517.465,2021-06-03 22:07:29,97.367971,-46.177185,,,,
2796.01,,CP,,,,,,,5449.5,1.38,,,,,,,,,,,TESS,220076110.0,2796.0,11.916,4.13,350.343,2021-06-03 22:07:29,84.152719,0.896279,,,,
2797.01,,PC,,,,,,,5798.0,1.13,,,,,,,,,,,TESS,206897186.0,2797.0,13.194,4.35,642.911,2021-06-03 22:07:29,97.187829,7.699212,,,,
2798.01,,PC,,,,,,,5931.0,1.61,,,,,,,,,,,TESS,160347548.0,2798.0,12.8054,4.06,836.501,2021-06-03 22:07:29,91.437408,-33.187516,,,,
2799.01,,PC,,,,,,,5873.0,1.07,,,,,,,,,,,TESS,156887426.0,2799.0,13.1811,4.4,651.979,2021-06-03 22:07:29,99.011337,-45.280583,,,,
280.01,,PC,,,,,,,5454.0,0.782681,,,,,,,,,,,TESS,42054565.0,280.0,9.9955,4.59104,99.66,2018-12-11 21:32:33,24.168388,-36.414011,,,,
2800.01,,PC,,,,,,,5504.0,1.17,,,,,,,,,,,TESS,147804034.0,2800.0,12.18,,386.71,2021-06-03 22:07:29,98.617856,-41.147731,,,,
2801.01,,PC,,,,,,,5425.0,1.71,,,,,,,,,,,TESS,140287227.0,2801.0,13.4242,,,2021-06-03 22:07:29,85.500078,-31.873186,,,,
2802.01,,PC,,,,,,,5668.0,1.58,,,,,,,,,,,TESS,139444326.0,2802.0,11.526,4.35,441.989,2021-06-03 22:07:30,80.731186,-21.955687,,,,
2803.01,,CP,,,,,,,6384.0,1.16,,,,,,,,,,,TESS,124379043.0,2803.0,12.0753,4.41,494.818,2021-06-03 22:07:30,93.11474,-23.492496,,,,
2804.01,,PC,,,,,,,5913.9,1.50621,,,,,,,,,,,TESS,44764338.0,2804.0,8.9118,4.12,129.525,2021-06-03 22:37:58,146.418889,-38.887361,,,,
2805.01,,FP,,,,,,,8469.0,2.51,,,,,,,,,,,TESS,5024743.0,2805.0,10.1015,3.96,571.204,2021-06-03 22:37:58,142.107198,-38.947381,,,,
2806.01,,PC,,,,,,,6334.6,1.47,,,,,,,,,,,TESS,193220940.0,2806.0,10.0524,4.2,240.359,2021-06-03 22:37:58,157.921439,-24.224832,,,,
2807.01,,PC,,,,,,,5645.0,1.14,,,,,,,,,,,TESS,11936042.0,2807.0,9.6854,4.32,130.409,2021-06-03 22:37:58,146.114558,-35.104589,,,,
3061.01,,PC,,,,,,,6040.0,,,,,,,,,,,,TESS,463590116.0,3061.0,13.4909,,2578.83,2021-06-04 01:36:29,154.328233,-58.277113,,,,
3062.01,,PC,,,,,,,6137.0,1.21215,,,,,,,,,,,TESS,463343283.0,3062.0,13.5173,4.34,774.109,2021-06-04 01:36:29,153.673619,-55.379354,,,,
3063.01,,PC,,,,,,,,,,,,,,,,,,,TESS,463103749.0,3063.0,12.5954,,1411.83,2021-06-04 01:36:29,153.114718,-58.081193,,,,
3064.01,,PC,,,,,,,3194.0,,,,,,,,,,,,TESS,463070290.0,3064.0,10.4321,,5724.18,2021-06-04 01:36:29,152.992107,-59.753708,,,,
3065.01,,PC,,,,,,,9626.0,1.35,,,,,,,,,,,TESS,462135459.0,3065.0,13.3906,4.56,1000.8,2021-06-04 01:36:30,150.38774,-59.339479,,,,
3066.01,,PC,,,,,,,6454.0,1.13,,,,,,,,,,,TESS,461968320.0,3066.0,11.5622,4.45,337.489,2021-06-04 01:36:30,149.941406,-56.077873,,,,
3067.01,,APC,,,,,,,9230.0,2.29,,,,,,,,,,,TESS,459157691.0,3067.0,11.686,4.09,1269.3,2021-06-04 01:36:30,161.949345,-59.033182,,,,
3068.01,,PC,,,,,,,6809.2,,,,,,,,,,,,TESS,458995583.0,3068.0,12.7752,,1180.26,2021-06-04 01:36:30,161.412843,-58.133377,,,,
3069.01,,PC,,,,,,,6610.0,1.18,,,,,,,,,,,TESS,457268255.0,3069.0,11.4573,4.44,367.188,2021-06-04 01:36:30,158.941809,-50.498637,,,,
307.01,,PC,,,,,,,5747.0,1.2815599,,,,,,,,,,,TESS,9100874.0,307.0,13.1198,4.24,738.175,2018-12-20 19:43:30,350.578516,-22.67741,,,,
3070.01,,PC,,,,,,,6520.0,2.41,,,,,,,,,,,TESS,452049244.0,3070.0,13.3727,3.8,1689.05,2021-06-04 01:36:30,173.39914,-56.702405,,,,
3071.01,,CP,,,,,,,6296.0,1.36,,,,,,,,,,,TESS,452006073.0,3071.0,11.8706,4.26,485.219,2021-06-04 01:36:30,173.279052,-56.503387,,,,
3072.01,,PC,,,,,,,6879.0,1.81,,,,,,,,,,,TESS,451084885.0,3072.0,13.2671,4.09,1213.37,2021-06-04 01:36:31,170.55529,-55.528909,,,,
3073.01,,PC,,,,,,,5417.4,1.05,,,,,,,,,,,TESS,448744179.0,3073.0,13.0695,4.37,511.362,2021-06-04 01:36:31,182.339327,-32.886681,,,,
3074.01,,PC,,,,,,,,,,,,,,,,,,,TESS,447976172.0,3074.0,13.325,,481.009,2021-06-04 01:36:31,157.913593,-48.994078,,,,
3075.01,,PC,,,,,,,5982.0,1.72,,,,,,,,,,,TESS,447891218.0,3075.0,12.9687,4.01,871.063,2021-06-04 01:36:31,157.99031,-52.179142,,,,
3076.01,,PC,,,,,,,14677.0,,,,,,,,,,,,TESS,447593267.0,3076.0,11.8468,,2138.77,2021-06-04 01:36:31,157.399234,-53.658868,,,,
3077.01,,PC,,,,,,,7689.0,2.07,,,,,,,,,,,TESS,443341002.0,3077.0,12.3984,4.06,901.32,2021-06-04 01:36:31,146.924252,-56.98976,,,,
3078.01,,PC,,,,,,,7433.0,1.84,,,,,,,,,,,TESS,443042089.0,3078.0,12.7683,4.14,921.264,2021-06-04 01:36:31,146.555933,-56.299385,,,,
334.01,,APC,,,,,,,6090.2,1.57,,,,,,,,,,,TESS,233964642.0,334.0,9.5498,4.11,199.657,2018-09-29 02:24:31,36.498718,-63.647607,,,,
3340.01,,APC,,,,,,,6701.0,1.57,,,,,,,,,,,TESS,76761591.0,3340.0,10.9207,,402.859,2021-06-04 14:05:45,270.726679,-55.841807,,,,
3341.01,,PC,,,,,,,6040.0,1.04,,,,,,,,,,,TESS,75919790.0,3341.0,12.7691,4.45,543.009,2021-06-04 14:05:45,268.399733,-59.653938,,,,
3342.01,,PC,,,,,,,5748.0,1.09,,,,,,,,,,,TESS,75076261.0,3342.0,11.8482,4.38,340.802,2021-06-04 14:05:45,266.358966,-56.882951,,,,
3343.01,,FP,,,,,,,5805.0,1.51,,,,,,,,,,,TESS,58046864.0,3343.0,13.4411,4.1,991.209,2021-06-04 14:05:45,275.164944,-39.220957,,,,
3344.01,,PC,,,,,,,5488.0,1.29,,,,,,,,,,,TESS,57093805.0,3344.0,10.9308,4.2,248.097,2021-06-04 14:05:45,272.450977,-31.891545,,,,
3345.01,,PC,,,,,,,7222.0,1.84,,,,,,,,,,,TESS,21997420.0,3345.0,13.207,4.12,1356.21,2021-06-04 14:05:45,268.05232,-45.1783,,,,
3346.01,,PC,,,,,,,4323.0,0.7,,,,,,,,,,,TESS,6404965.0,3346.0,11.9812,4.58,132.574,2021-06-04 14:05:45,283.664945,-47.994244,,,,
3347.01,,FP,,,,,,,4999.4,1.59,,,,,,,,,,,TESS,131581531.0,3347.0,12.0536,,491.072,2021-06-04 15:10:29,118.348267,-36.803031,,,,
3348.01,,PC,,,,,,,7002.0,0.83,,,,,,,,,,,TESS,131347421.0,3348.0,11.4872,,820.182,2021-06-04 15:10:29,117.924589,-37.171337,,,,
3349.01,,APC,,,,,,,6505.5,1.81,,,,,,,,,,,TESS,50909831.0,3349.0,11.3546,,574.167,2021-06-04 15:10:29,108.967811,-4.24652,,,,
335.01,,FP,,,,,,,5875.0,1.11,,,,,,,,,,,TESS,41865539.0,335.0,12.3571,4.36,472.613,2018-12-20 19:43:30,21.32225,-39.947872,,,,
3350.01,,PC,,,,,,,4793.8,0.9,,,,,,,,,,,TESS,4959676.0,3350.0,10.6418,4.42,112.087,2021-06-09 21:53:07,141.699699,-38.626819,,,,
3351.01,,PC,,,,,,,6777.0,1.57,,,,,,,,,,,TESS,941340744.0,3351.0,10.9932,4.29,388.82,2021-06-09 21:53:07,162.916411,-44.985551,,,,
3352.01,,PC,,,,,,,5598.0,1.96,,,,,,,,,,,TESS,33840683.0,3352.0,10.2756,3.85,281.692,2021-06-09 21:53:07,64.841462,-74.585973,,,,
3353.01,,CP,,,,,,,6365.0,1.02,,,,,,,,,,,TESS,391903064.0,3353.0,8.7843,4.54516,78.7577,2021-06-09 21:53:07,106.529815,-75.819559,,,,
3353.02,,PC,,,,,,,6365.0,1.02,,,,,,,,,,,TESS,391903064.0,3353.0,8.7843,4.54516,78.7577,2021-06-09 21:53:07,106.529815,-75.819559,,,,
3354.01,,PC,,,,,,,6307.9,1.69625,,,,,,,,,,,TESS,260367888.0,3354.0,10.9567,4.07,415.22,2021-06-09 21:53:07,95.151882,-59.754672,,,,
3355.01,,PC,,,,,,,6257.0,1.13,,,,,,,,,,,TESS,382045742.0,3355.0,10.8204,4.42,261.681,2021-06-09 21:53:07,79.323673,-59.068391,,,,
3610.01,,FP,,,,,,,5540.0,1.72093,,,,,,,,,,,TESS,267484653.0,3610.0,12.3512,3.95,640.122,2021-06-23 15:16:40,298.705925,58.301643,,,,
3611.01,,PC,,,,,,,6153.0,1.64,,,,,,,,,,,TESS,252549844.0,3611.0,12.9106,4.08,885.434,2021-06-23 15:16:40,344.964568,50.681902,,,,
3612.01,,KP,,,,,,,5115.0,0.91,,,,,,,,,,,TESS,233948455.0,3612.0,12.883,4.45,360.313,2021-06-23 15:16:41,305.221945,59.448903,,,,
3613.01,,PC,,,,,,,5766.0,0.96,,,,,,,,,,,TESS,233795794.0,3613.0,13.1431,4.49,544.531,2021-06-23 15:16:41,303.361066,58.799138,,,,
3614.01,,FA,,,,,,,,,,,,,,,,,,,TESS,233831759.0,3614.0,11.171,,,2021-06-23 15:16:41,303.777678,59.676573,,,,
3615.01,,PC,,,,,,,5684.0,1.69,,,,,,,,,,,TESS,173711153.0,3615.0,12.7295,3.99,722.103,2021-06-23 15:16:41,349.417344,44.648308,,,,
3616.01,,PC,,,,,,,7316.0,2.9,,,,,,,,,,,TESS,173298412.0,3616.0,12.0526,3.73,1284.85,2021-06-23 15:16:41,346.752412,47.044576,,,,
3617.01,,PC,,,,,,,6065.0,1.64,,,,,,,,,,,TESS,173176491.0,3617.0,12.6627,4.06,749.393,2021-06-23 15:16:41,346.125597,45.324754,,,,
3618.01,,PC,,,,,,,6083.0,1.2,,,,,,,,,,,TESS,65981892.0,3618.0,12.7362,4.34,588.794,2021-06-23 15:16:41,340.514856,52.343679,,,,
3619.01,,PC,,,,,,,6133.0,1.7076499,,,,,,,,,,,TESS,64938667.0,3619.0,13.1611,4.04,924.04,2021-06-23 15:16:41,338.755425,54.07911,,,,
362.01,,PC,,,,,,,5692.0,1.03392,,,,,,,,,,,TESS,305048116.0,362.0,12.5633,4.41,451.998,2018-12-20 19:43:30,353.23837,-28.319813,,,,
3620.01,,PC,,,,,,,5639.0,1.62,,,,,,,,,,,TESS,620780629.0,3620.0,12.8069,4.02,763.466,2021-06-23 15:16:42,20.799194,33.24341,,,,
3621.01,,FP,,,,,,,5400.1,0.86,,,,,,,,,,,TESS,435861696.0,3621.0,12.0,,,2021-06-23 15:16:42,11.88786,21.938552,,,,
3622.01,,PC,,,,,,,5688.6,1.3,,,,,,,,,,,TESS,432761635.0,3622.0,13.2595,4.22,773.542,2021-06-23 15:16:42,14.164419,39.891611,,,,
3623.01,,PC,,,,,,,5867.3,1.19,,,,,,,,,,,TESS,422881018.0,3623.0,13.1948,4.31,736.788,2021-06-23 15:16:42,16.179358,40.614962,,,,
3624.01,,PC,,,,,,,6065.0,1.49,,,,,,,,,,,TESS,414922696.0,3624.0,11.8728,4.15,484.093,2021-06-23 15:16:42,15.193796,15.166164,,,,
3625.01,,PC,,,,,,,6122.0,1.30269,,,,,,,,,,,TESS,1980725947.0,3625.0,12.373,4.27,556.008,2021-06-23 15:16:42,303.777268,59.67691,,,,
3626.01,,FP,,,,,,,5856.2,1.57,,,,,,,,,,,TESS,398912927.0,3626.0,10.8154,4.07,318.244,2021-06-23 15:16:42,18.55398,19.470441,,,,
3627.01,,FP,,,,,,,,,,,,,,,,,,,TESS,1979500576.0,3627.0,12.2546,,272.628,2021-06-23 15:16:42,314.040517,57.708367,,,,
2808.01,,PC,,,,,,,4853.0,0.66,,,,,,,,,,,TESS,192988021.0,2808.0,9.9139,4.69,64.4886,2021-06-03 17:39:26,155.316019,-25.109334,,,,
2809.01,,PC,,,,,,,6225.0,1.3377,,,,,,,,,,,TESS,45655786.0,2809.0,10.9095,,308.013,2021-06-03 22:37:59,149.034708,-38.088834,,,,
281.01,,PC,,,,,,,6002.18,1.52031,,,,,,,,,,,TESS,38696105.0,281.0,10.5041,4.12354,283.856,2018-11-30 23:29:38,66.136252,-60.129932,,,,
2810.01,,PC,,,,,,,5910.0,1.05,,,,,,,,,,,TESS,80682484.0,2810.0,9.0397,4.42,99.5473,2021-06-03 22:37:59,165.955117,-50.887152,,,,
2811.01,,FP,,,,,,,8058.0,3.79,,,,,,,,,,,TESS,78775584.0,2811.0,10.7217,3.57,940.002,2021-06-03 22:37:59,143.466543,-42.714874,,,,
2812.01,,FP,,,,,,,6888.0,1.52,,,,,,,,,,,TESS,105801221.0,2812.0,9.6913,4.25,241.582,2021-06-03 22:37:59,156.685218,-38.042191,,,,
2813.01,,PC,,,,,,,9162.0,1.39742,,,,,,,,,,,TESS,133427311.0,2813.0,12.4783,4.51,854.236,2021-06-04 00:47:23,120.850783,-38.715281,,,,
2814.01,,PC,,,,,,,6332.7,1.5307699,,,,,,,,,,,TESS,268187322.0,2814.0,11.1664,4.2,427.312,2021-06-04 00:47:23,116.249354,-48.750526,,,,
