pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec
K2-251 b,b,9.30075,0.214,2.35,437.0,2.7,0.49,0.52,3717.0,4.76,190.6892403,-8.5359826
K2-29 b,b,3.2588321,,13.33871,1171.0,2.22,0.86,0.94,5358.0,4.54,62.670422,24.4016558
K2-21 c,c,15.504102,0.12,2.29,,2.27,0.6,,4024.0,,340.3037846,-14.4893256
K2-254 b,b,4.09639,0.052,1.63,791.0,1.6,0.67,0.71,4629.0,4.64,185.5507926,-4.7172908
K2-57 b,b,9.007156,0.118,2.53,,2.54,0.68,,4388.0,,342.6918241,-14.0700007
EPIC 228836835 b,b,0.728113,,1.1,,,0.32,,3782.0,5.0,189.5748998,-5.2446247
K2-13 b,b,40.062771,0.0565,2.29,,6.21,0.88,,5508.0,,170.1554763,2.5027534
EPIC 246851721 b,b,6.180235,0.464,11.780659,1401.0,4.10808,1.586,1.317,6202.0,4.157,78.9198197,16.2786991
K2-403 b,b,33.589979,,5.333,,4.9,0.886,0.784,5511.0,4.439,164.1893864,9.6739464
EPIC 220256496.02,,2.6017,0.0285,1.47,,1.68,0.839,,,,21.1061587,1.7049101
K2-95 b,b,10.135091,,3.7,,2.28,0.44,0.43,3410.0,,129.3625717,18.9766197
K2-188 c,c,7.81110453,0.034,,,3.433,1.21722,1.07,5906.9,4.29671,129.8137008,23.3574367
K2-30 b,b,4.098507,,13.405964,1185.0,2.355,0.941,0.984,5581.0,4.484,52.3420548,22.2993491
K2-287 b,b,14.893291,,9.494023,804.0,,1.07,1.056,5695.0,4.398,233.0743401,-22.3583447
K2-273 b,b,11.71571445,0.111,,,4.358,0.86968,0.843,5051.83,4.48518,129.7768928,19.0100046
K2-110 b,b,13.864,0.1147,,,3.00696,0.71181,0.811,4936.0,4.64236,207.3497402,-12.2849182
EPIC 220573228.01,,57.10412,0.3222,5.61,,5.1696,0.971,,,,16.2769235,8.4445808
EPIC 211705502.01,,2.5819,,1.9422,,,,,,,124.4925984,15.9879159
EPIC 212099230.01,,7.112273,,3.2,,3.1296,0.96,,,,128.0731788,22.005792
EPIC 211309648.01,,3.1393226,,15.43,1780.0,,1.5,1.24,6283.0,4.18,133.8665993,10.0453099
EPIC 211309648.01,,3.1393667,1.1087,15.9004,1597.0,3.957,1.52,,5653.4,4.08,133.8665993,10.0453099
EPIC 212297394 b,b,2.28896,0.0535,1.83,,1.608,0.749,,,,207.2061241,-17.6098985
K2-176 b,b,5.32944,0.026,1.55,,2.76,0.911,,,,58.2691796,17.9069486
K2-138 b,b,2.35309,,1.51,,2.01,0.863,0.935,5356.3,4.54,348.9490311,-10.8497391
K2-199 c,c,7.374,0.1431,,,2.316,0.701485,0.717,4550.0,4.60155,208.9014508,-6.1360833
K2-287 b,b,14.89329,,9.33708092,,,1.07,1.06,5695.0,4.398,233.0743401,-22.3583447
K2-172 c,c,29.62682,,3.20569097,,,0.868889,0.934356,5569.0,4.61,335.3081368,-12.5569819
K2-150 b,b,10.59357,,2.0,,,0.436,0.457,3499.0,4.822,18.3443908,8.9874328
EPIC 201595106 b,b,0.87724,,1.565,2038.0,,0.98,0.958,5679.0,4.435,183.7203635,1.9681688
K2-146 b,b,2.644259,0.3274,1.38,,,0.225,,,,130.0266951,19.0923416
K2-199 b,b,3.225,0.058,,,1.82688,0.701485,0.717,4550.0,4.60155,208.9014508,-6.1360833
K2-199 b,b,3.225349,,1.9,,2.04,0.7,,,,208.9014508,-6.1360833
EPIC 212099230.01,,7.112134,0.0553,2.7,,2.5104,1.042,,5800.0,4.409,128.0731788,22.005792
K2-169 b,b,6.37961,0.0239,1.41,,2.78,0.83,,5347.0,,337.0442461,-14.5993376
K2-133 b,b,3.0712,0.071,1.31,,1.22,0.47,0.51,3655.0,,70.1493775,25.0098135
K2-119 b,b,7.728578,,2.29,,,0.679343,0.762669,4752.8,,132.0098683,16.9017663
K2-84 c,c,27.8522,0.0704,2.16,,4.608,0.836,,,,55.8093566,16.6344396
K2-170 b,b,7.5734,0.0197,1.62,,3.432,1.0849,,,,335.4506923,-14.5933554
K2-268 e,e,6.131243,,1.33,801.0,2.54,0.78,0.84,5106.0,4.58,133.7094899,11.8482712
K2-331 c,c,22.99592,0.047,2.5,,3.72,1.043,,6010.0,4.426,132.7376431,13.170269
EPIC 206135682.04,,37.827,0.0556,1.42,,3.408,0.577,,,,332.6357627,-11.1661157
K2-3 b,b,10.05449,,2.18,463.0,2.726,0.56,0.6,3896.0,4.72,172.3353708,-1.4551364
K2-237 b,b,2.18053539,1.385,16.19697711,1828.0,2.9278,1.261,1.263,6360.0,4.339,253.7688479,-28.7105836
K2-25 b,b,3.48455432425,1.37055318,4.20831932,447.81,0.9158601,0.290216,,3204.0,4.93668,63.2739346,15.2477027
WASP-47 b,b,4.1591287,,12.77,,,1.15,1.04,5576.0,4.34,331.203092,-12.019067
WASP-47 b,b,4.1591282,,12.71,,,1.11133,0.984,5576.0,4.33938,331.203092,-12.019067
K2-77 b,b,8.20023,0.1007,2.53,,2.5632,0.782,,,,55.228521,12.572448
K2-97 b,b,8.4071591,0.0533,10.1248,910.0,5.002,4.71,,4642.6,,127.762837,10.8475571
K2-97 b,b,,,14.68379,,,4.2,1.16,,,127.762837,10.8475571
WASP-47 c,c,580.7,,,,,1.16,1.11,5576.0,4.354,331.203092,-12.019067
WASP-47 d,d,9.03164,,3.18,,4.26,1.1,1.003,5950.0,4.32,331.203092,-12.019067
K2-71 b,b,6.98541,,2.15,,1.41,0.426,0.477,4006.0,4.852,341.7248656,-9.8816109
K2-16 b,b,7.62117,0.1041,1.87,,2.184,0.544,,,,175.0972238,4.5574311
K2-398 b,b,6.393025,,2.274,,,1.239,0.945,5946.0,4.227,161.7349738,1.9367044
K2-323 b,b,24.93,0.263,2.1,318.0,,0.549,0.478,3710.0,4.63,159.4209874,6.2858689
K2-210 b,b,0.57023,,0.86,,,0.89,,5500.0,4.6,17.6412694,1.5784137
K2-54 b,b,9.7843,,1.15,,2.76,0.384,0.421,3798.0,4.891,338.0541631,-17.5440636
K2-164 b,b,17.355066,,3.24925008,,,2.196069,1.180894,5791.0,3.81,171.933659,-0.0628488
K2-83 b,b,2.747128,0.092,1.36,,1.6608,0.424,,,,59.9013782,15.5587994
EPIC 212099230.01,,7.1123703,0.0497,1.85858,917.0,2.644,0.91,,5595.7,4.52,128.0731788,22.005792
EPIC 212138198.01,,3.209185,,40.1,,0.84,0.89,,,,126.0234932,22.7832013
EPIC 212138198.01,,3.209149,,5.27465763,,,0.839324,,5182.0,4.55,126.0234932,22.7832013
EPIC 220209578.01,,8.904672,1.232,26.1,,3.0864,1.014,,,,19.4619984,0.3419519
EPIC 211791178.01,b,9.56332821,0.076,,,3.039,,,4432.16,,132.142853,17.1905813
EPIC 211791178.01,b,9.56183,0.1025,1.97,,3.648,0.598,,,,132.142853,17.1905813
K2-28 b,b,2.260435,,2.3,,,0.279867,0.201355,3292.75,,335.6233145,-7.9563525
K2-337 b,b,16.27284,,2.10886389,,,1.064948,,5656.0,4.23,127.761137,16.9004702
WASP-47 e,e,0.78961301,0.0258,1.5,,1.88,0.86,,5427.0,,331.203092,-12.019067
K2-194 b,b,39.7268,0.0741,3.63,,8.52,1.312,,,,204.6089755,-8.9271609
K2-137 b,b,0.179719,,0.64,,,0.29,,3697.0,5.0,186.870426,-6.1952168
K2-341 b,b,36.556251,,2.96787013,,,1.035241,,5759.0,4.31,130.4971951,19.9166357
EPIC 205950854 c,c,8.0468,,1.18,,,,0.907,,,333.1100738,-16.3418863
K2-3 b,b,10.05429,,2.078,,2.563,0.553,0.612,,4.734,172.3353708,-1.4551364
K2-179 b,b,5.172191,,2.51267885,,,0.768067,0.824345,5015.0,4.63,58.7967878,23.7567524
K2-171 b,b,5.6315915,0.0217,1.23,,6.71,0.77,,5032.0,,332.3407712,-13.4288624
K2-3 d,d,44.5631,,1.52,,,0.561,0.601,3896.0,4.72,172.3353708,-1.4551364
K2-37 c,c,6.42904,,2.75,861.0,3.127,0.85,0.9,5413.0,4.52,243.4509662,-24.7870527
EPIC 211945201 b,b,19.491,0.1381,,,3.36888,1.3636,1.158,6128.0,4.2324,136.5741931,19.4020565
K2-32 d,d,31.7154,,3.77,,5.06,0.92,0.88,5428.0,4.449,252.426008,-19.5430504
K2-3 c,c,24.6435,,1.18,,3.38,0.371,0.414,3841.0,4.906,172.3353708,-1.4551364
K2-105 b,b,8.26345949,0.129,,,3.704,0.915405,0.941,5411.15,4.48843,125.4202985,13.4975122
K2-265 b,b,2.36840828,0.025,,,2.455,0.930331,0.94,5394.0,4.47392,342.0316493,-14.4947789
K2-3 b,b,10.05176778,0.145,,,3.052,0.550856,0.546024,3920.0,4.6932,172.3353708,-1.4551364
K2-32 c,c,20.6602,,3.01,619.0,,0.845,0.856,5275.0,4.49,252.426008,-19.5430504
K2-110 b,b,13.86375,,2.592,640.0,3.22,0.713,0.738,5010.0,4.6,207.3497402,-12.2849182
GJ 9827 b,b,1.208957,,1.75,1043.5,1.63,0.651,0.659,4255.0,4.7,351.7717763,-1.2853435
EPIC 220674823 c,c,13.3387,,2.77,722.0,3.5,0.95,0.92,5496.0,4.42,13.0800239,10.7947051
K2-99 b,b,18.252213,,8.3,,11.0496,1.98,,,,208.7737624,-5.4424943
K2-18 b,b,32.93963,,2.38,235.0,,0.411,0.359,3457.0,,172.560141,7.5878315
K2-24 b,b,20.885016,,5.25597181,,,1.068173,1.095122,5744.0,4.41,242.5734559,-24.9906029
K2-180 b,b,8.865932,,2.41012773,,,0.681111,0.730322,5263.0,4.7,126.4643579,10.246577
K2-27 b,b,6.7714021,0.282,4.68,,2.87,0.81,,5247.0,,171.5151874,1.2306237
K2-37 c,c,6.4295023,0.1,2.5,,2.94,0.72,,4740.0,,243.4509662,-24.7870527
K2-73 b,b,7.4956613,0.0603,4.74,,3.51,1.77,,6634.0,,335.025662,-9.0560881
K2-3 b,b,10.05448,,1.98,504.0,,0.52,0.53,3951.0,,172.3353708,-1.4551364
WASP-107 b,b,5.72149242,2.091,10.357116,736.0,2.73864,0.657,0.691,,,188.3864277,-10.1462141
K2-185 b,b,10.616384,,1.15,809.0,2.6,0.94,0.96,5788.0,4.48,130.2596625,14.6902225
K2-86 b,b,8.77683,,1.96,,2.75,0.76,0.79,5482.0,4.579,51.5531053,18.6355718
EPIC 206024342 c,c,0.9116567,0.0174,1.35,,1.69,0.94,,5648.0,,331.2771441,-14.1218019
K2-402 b,b,17.27474,,2.678,,,1.28,0.944,5716.0,4.197,161.451913,6.419318
K2-195 b,b,15.853543,,2.94026258,,,0.906367,0.963364,5712.0,4.55,199.8315191,-8.5095364
EPIC 211822797 b,b,21.169861,,1.98,,,0.571699,0.663459,4148.21,,130.4102091,17.6399744
K2-107 b,b,3.313921,,12.04276422,,,1.334682,1.257584,6178.0,4.24,284.985355,-22.2934206
EPIC 212737443 c,c,65.55,0.11,2.69,316.0,4.608,0.673,0.69,4684.0,4.622,204.2215065,-7.3180577
K2-271 b,b,8.56222,0.5513,6.89,,3.2568,0.928,,,,125.2239144,16.0907958
K2-394 b,b,5.095717,,1.692,,,0.631,0.478,4938.0,4.515,71.110002,16.5185817
K2-417 b,b,6.535,,3.31,558.0,2.07,0.5776,0.569,3861.0,4.67,350.1417675,-10.0365901
HIP 116454 b,b,9.100412,0.1085,2.59387,644.0,2.181,0.77,,5013.7,4.58,353.9543517,0.4447043
K2-308 b,b,3.38628,,9.916,,3.09,1.24,1.09,6100.0,3.94,78.3391194,16.4141986
EPIC 211897691.01,,5.75052,0.1123,2.01,,1.44,0.576,,,,130.082542,18.6929046
EPIC 210965800.04,,21.0858,0.0872,2.95,,4.728,0.938,,,,52.8888524,22.4348186
K2-211 b,b,0.669573,0.0278,1.44,,1.3248,0.839,,,,21.1061587,1.7049101
K2-268 b,b,2.15228,0.0398,1.61,,2.424,0.773,,,,133.7094899,11.8482712
K2-346 b,b,26.201446,,2.26,450.0,3.33,0.7,0.71,4801.0,4.6,125.9864854,22.663226
EPIC 212138198.01,,3.2092033,0.2038,6.33877,,0.677,0.91,,5060.5,,126.0234932,22.7832013
EPIC 220209578.01,,8.90003342005,2.21632826,15.12617706,884.09,1.8542477,1.0044,,5854.0,4.45956,19.4619984,0.3419519
K2-141 b,b,0.2803246,0.0507,1.64829,2211.0,0.868,0.72,,4477.0,4.56,350.9170464,-1.1891827
K2-7 b,b,28.67992,0.053,2.67,651.0,,0.96,0.97,5772.0,,167.0937488,-1.065855
K2-116 b,b,4.654879,,,,,0.6694,0.694512,4348.35,,336.1523363,-11.5793181
K2-151 b,b,3.83553,0.0983,1.054,,1.6392,0.321,,,,19.3047733,9.5012663
K2-60 b,b,3.0026215,0.504,14.0672,2254.0,3.595,1.45,,5630.0,4.11,338.6062312,-13.7318044
K2-263 b,b,50.8213,0.0582,2.18,,3.408,0.879,,,,129.6821253,15.6806039
K2-390 b,b,3.312792,,4.662,,2.5,0.966,0.789,5558.0,4.368,355.702386,-9.5887124
Qatar-2 b,b,1.33711647,,14.056086,,,0.776,0.743,4645.0,,207.6554928,-6.8040714
K2-52 b,b,3.5353975,0.615,1.98,,5.74,0.23,,3260.0,,246.6114157,-24.9699462
K2-384 b,b,2.231527,,1.076,,,0.348,0.33,3623.0,4.874,20.4998403,0.7509701
K2-124 b,b,6.414,0.4643,,,1.52112,0.4094,0.402051,3471.0,4.81805,133.6410515,23.1329509
K2-200 b,b,2.85009,0.0273,1.38,,1.3416,0.8,,,,202.251206,-4.6100532
K2-26 b,b,14.567025,0.255,2.79,,4.66,0.51,,3731.0,,94.2064312,24.5958335
K2-30 b,b,4.0984897,1.7119,13.14,,2.3976,0.921,,,,52.3420548,22.2993491
K2-203 b,b,9.6897,0.0284,1.37,,3.552,0.776,,,,12.7736909,-1.1958844
K2-187 b,b,0.77392,,1.3,1815.0,,0.92,0.98,5484.0,4.5,132.5235618,23.1924709
K2-101 b,b,14.6843,0.05,,,,0.800765,0.75,4695.41,4.50612,130.3439097,18.9338205
K2-198 d,d,7.44976,0.1082,2.82,,3.0024,0.801,,,,198.8436817,-6.4649888
K2-220 b,b,13.68275,0.0537,2.62,,3.36,1.056,,,,12.7700071,9.5167694
K2-189 c,c,6.679224,,2.6,,2.7096,0.88,,,,203.6214411,-15.0365158
K2-181 b,b,6.894252,,2.70624391,,,0.999244,1.043879,5609.0,4.46,127.5541103,10.9101444
K2-388 b,b,6.33932,,3.9,874.0,,0.91,0.93,5310.0,4.42,352.7139342,-11.0773564
K2-245 b,b,11.89307,0.107,4.34,923.0,4.2,1.25,0.83,5793.0,4.16,185.181563,-1.5909138
K2-127 b,b,3.588163,,8.37,809.0,,0.66,0.72,4575.0,4.65,207.0782895,-11.5889878
K2-62 c,c,16.19697,,1.99,495.0,,0.696,0.67,4455.0,4.57,334.3645089,-12.1874776
K2-181 b,b,6.894287,,2.8,,2.4408,1.11,,,,127.5541103,10.9101444
K2-132 b,b,9.172616,,,,,3.85,1.08,4840.0,3.297,182.1662666,-8.7472172
K2-389 b,b,8.584043,,2.184,,,1.084,0.802,5782.0,4.273,355.6304152,-9.7135814
K2-201 c,c,22.779878,,3.28568401,,,0.878161,0.956055,5507.0,4.68,293.5607117,-23.1312775
K2-6 b,b,30.9349,,2.5,,4.9,1.01,0.93,5767.0,4.398,178.1921152,-1.1984418
K2-288 B b,b,31.3888,0.1531,1.25,,2.3376,0.312,,,,55.4442857,18.2684913
K2-116 b,b,4.6556782,0.0129,0.814,,1.89,0.66,,4264.0,,336.1523363,-11.5793181
K2-336 b,b,21.191788,,1.3172461,,,0.782112,,5277.0,4.54,133.8382032,16.7940663
K2-61 b,b,2.57336,,1.92,1325.0,,0.995,0.97,5748.0,4.38,339.6748444,-13.5600447
K2-62 b,b,6.671774,,1.92561267,,,0.647947,0.684147,4636.0,4.7,334.3645089,-12.1874776
HD 224018 c,c,36.57669,,2.42,641.0,,1.147,1.013,5784.0,4.32,358.6390056,-4.7233362
K2-117 b,b,1.291563,,2.03,,,0.513,0.532,3676.0,4.747,133.8557342,10.4692176
K2-117 c,c,5.44425,0.1686,1.75,,2.1096,0.4,,,,133.8557342,10.4692176
K2-189 c,c,6.679,0.0655,,,2.42712,0.866405,0.956,5468.0,4.54308,203.6214411,-15.0365158
K2-189 c,c,6.679195,,2.5,872.0,,0.87,0.94,5519.0,4.53,203.6214411,-15.0365158
K2-189 c,c,6.67932,,2.31,877.0,,0.879,0.85,5442.0,4.51,203.6214411,-15.0365158
K2-127 b,b,3.588,1.2649,,,1.86792,0.980071,0.84,5036.0,4.37983,207.0782895,-11.5889878
K2-214 b,b,8.59627,0.04,2.6,,3.792,1.251,,,,14.8759777,4.2277722
K2-214 b,b,8.59656,,2.51,1001.0,,1.236,1.03,5875.0,4.28,14.8759777,4.2277722
K2-132 b,b,,,14.5717,,,3.85,1.08,,,182.1662666,-8.7472172
K2-87 b,b,9.72665,0.2287,7.23871,1214.0,4.584,1.45,,5583.6,4.11,66.2363638,18.8273617
K2-394 b,b,5.09582,,,,,0.58,,4490.0,,71.110002,16.5185817
K2-124 b,b,6.413651,,2.9,442.0,1.68,0.388,0.39,3570.0,4.858,133.6410515,23.1329509
HD 80653 b,b,0.719573,,1.613,,1.7976,1.22,1.18,,4.34,140.3390845,14.3678691
K2-9 b,b,18.4474,,5.6,,2.93,0.468,0.519,4052.0,4.816,176.263724,0.0054085
K2-381 b,b,7.9389334,,1.075,,,0.675,0.754,4473.0,4.653,288.0267612,-21.0075789
K2-214 b,b,8.596802,,2.43,1006.0,,1.27,1.05,5854.0,4.25,14.8759777,4.2277722
K2-290 c,c,,,,,,,,,,234.8578846,-20.1988975
K2-242 b,b,6.51389,0.624,2.54,416.0,2.0,0.37,0.38,3459.0,4.89,179.8358421,-6.5178542
K2-29 b,b,3.258824,,12.05607716,,,0.857501,0.923184,5392.0,4.59,62.670422,24.4016558
K2-114 b,b,11.3909344,,10.88,722.0,,0.87,0.89,5039.0,4.51,127.882912,11.922255
K2-207 b,b,12.48749,,2.60585269,,,0.928158,0.941851,5522.0,4.41,11.6996481,0.6406182
K2-21 c,c,15.5012,,1.92,420.0,2.296,0.6,0.64,4043.0,,340.3037846,-14.4893256
K2-388 b,b,6.339069,,3.66,,,0.897,0.842,5367.0,4.456,352.7139342,-11.0773564
K2-181 b,b,6.8941,,2.69,949.0,,1.06,0.96,5528.0,4.35,127.5541103,10.9101444
K2-190 b,b,10.1016,0.00731,0.91,,4.224,1.0,,,,205.3630485,-13.1608686
K2-104 b,b,1.974991,0.131,,,1.692,0.484,,3820.0,4.773,129.6366594,19.7737202
K2-225 b,b,15.871455,,2.66099554,,,1.209303,1.114596,5733.0,4.26,186.5410958,-9.6248232
K2-337 b,b,16.2713,0.0418,2.77,,7.68,1.27,,,,127.761137,16.9004702
K2-88 b,b,4.61244,0.2194,1.27,,1.1448,0.256,,,,54.7514566,19.1199667
K2-217 b,b,14.074524,,3.57854073,,,1.333718,1.102661,5967.0,4.17,11.2983678,6.4815879
K2-276 b,b,18.718269,,3.77,583.0,,0.85,0.82,5139.0,4.49,125.9528309,22.6339399
K2-274 b,b,14.129714,,2.2,589.0,,0.74,0.81,5065.0,4.61,129.2823699,20.3992512
K2-187 c,c,2.87162,0.039,1.9,,2.376,0.919,,,,132.5235618,23.1924709
K2-4 b,b,10.00361,0.146,2.57,,2.88,0.62,,4077.0,,174.7455392,-3.9055746
K2-190 b,b,10.099,0.0179,,,3.70992,0.980624,0.991,5605.6,4.45114,205.3630485,-13.1608686
K2-167 b,b,9.978541,0.0206,2.36509493,1220.0,3.6,1.499,1.084,6310.0,4.122,336.5761233,-18.011665
K2-269 b,b,4.145398,,1.1956395,,,1.309274,,6035.0,4.16,130.1551381,13.0146799
K2-17 b,b,17.96753,0.099,2.23,487.0,,0.66,0.71,4320.0,,178.3296746,6.4123178
EPIC 211147528.01,,2.34951024,0.817,,,2.432,1.50652,1.7,7418.48,4.31257,59.6471914,25.3885872
K2-204 b,b,7.05647,0.0554,2.76,,4.464,1.09,,,,17.3825067,-0.5177539
K2-187 c,c,2.871348,,1.8,,2.1888,0.96,,,,132.5235618,23.1924709
EPIC 211147528.01,,2.349545,0.757,15.3,,2.712,1.695,,,,59.6471914,25.3885872
EPIC 246851721 b,b,6.18026138745,0.53838458,13.70374653,1406.03,4.1830206,1.73931,,6513.0,4.08,78.9198197,16.2786991
G 9-40 b,b,5.746007,0.365,2.025,456.0,1.3368,0.3073,0.29,3348.0,4.926,134.7188514,21.0747961
K2-384 e,e,9.715043,,1.345,,,0.348,0.33,3623.0,4.874,20.4998403,0.7509701
K2-168 b,b,15.85412,0.0598,2.34,,3.88,0.88,,5495.0,,333.1100738,-16.3418863
K2-148 b,b,4.38393,0.0324,0.701,,1.776,0.371,,,,14.5176494,-0.193258
K2-44 b,b,5.65621,0.03342,3.13,,4.296,1.617,,,,174.011661,-2.5209338
K2-345 b,b,10.366,0.124,,,1.89192,0.539401,0.535622,3675.0,4.7031,132.7075876,21.7890367
K2-154 c,c,7.95478,,2.1,,,0.649,0.672,3978.0,4.645,189.0015173,-2.6696217
K2-195 b,b,15.852975,,3.13,720.0,,0.99,0.94,5713.0,4.42,199.8315191,-8.5095364
EPIC 206159027.02,,20.6714,0.0455,1.47,,2.472,0.655,,,,334.0195539,-10.5673649
K2-231 b,b,13.841901,,2.5,,2.94,0.95,1.01,5695.0,4.48,289.0918242,-15.7712178
K2-97 b,b,8.406726,,10.61,1499.0,,4.47,1.2,4717.0,3.22,127.762837,10.8475571
K2-342 b,b,11.561052,,2.03,861.0,3.73,1.09,1.01,5920.0,4.36,133.1218996,21.2386816
K2-148 b,b,4.38395,,1.33,,,0.632,0.65,4079.0,4.653,14.5176494,-0.193258
EPIC 201497682.01,,13.837814,0.0663,1.96,,2.84,0.7,,4535.0,,168.9366786,0.4880606
K2-129 b,b,8.239493,,1.04,,,0.36001,0.360031,3459.09,,289.1485491,-25.6463233
EPIC 211897691.01,,5.749481,0.0753,2.93,,,0.765,,,,130.082542,18.6929046
K2-273 b,b,11.71885,0.1434,3.34,,4.872,0.872,,,,129.7768928,19.0100046
K2-263 b,b,50.818947,,2.41,470.0,,0.85,0.88,5368.0,,129.6821253,15.6806039
HD 73344 b,b,15.611,,2.884,911.0,3.304,1.22,1.2,6252.6,4.372,129.6894456,23.6852651
K2-101 b,b,14.67665,0.0749,1.94,,3.336,0.682,,,,130.3439097,18.9338205
K2-115 b,b,20.27285,1.7257,11.55,,3.8592,0.831,,,,126.5535002,12.281851
WASP-118 b,b,4.0460654,0.649,14.94,,4.9488,1.696,1.32,,,19.5505861,2.7027847
EPIC 210775710.01,,59.847399221,1.13927508,11.75567728,211.04,4.3696664,1.09215,,5765.3,4.38,54.2743233,19.4995945
K2-167 b,b,9.975403,0.0275,2.13,,3.27,1.18,,6063.0,,336.5761233,-18.011665
K2-43 b,b,3.471341,,4.75,,,0.587449,0.598864,3889.72,,169.117028,-3.9754405
K2-126 b,b,7.38711,0.0882,1.92,,2.5872,0.625,,,,203.5467021,-13.5769705
EPIC 212587672 c,c,23.226,0.0469,,,3.03792,0.94987,1.13,6055.0,4.53582,205.4445125,-10.8625468
K2-231 b,b,13.84457,0.0635,2.79,,2.952,1.0306,,,,289.0918242,-15.7712178
K2-33 b,b,5.424865,,5.04,,4.08,1.05,0.56,3540.0,,242.5613635,-19.3193831
K2-12 b,b,8.28212,0.042,2.33,1003.0,,1.01,1.01,5800.0,,173.1919022,2.2446794
K2-4 b,b,10.003417,,2.1,,,0.569359,0.635026,4014.73,,174.7455392,-3.9055746
K2-155 c,c,13.85402,,1.95,,,0.526,0.54,3919.0,4.732,65.469614,21.3532633
K2-228 b,b,2.69828,0.02587,1.21,914.0,1.5,0.65,0.71,4715.0,4.66,187.2947047,-6.8342028
K2-187 b,b,0.77401,,1.2,,,0.83,,5438.0,4.6,132.5235618,23.1924709
WASP-47 b,b,4.1,1.034,,,,,,5565.0,4.29,331.203092,-12.019067
WASP-47 c,c,589.57,,,,,1.156,1.058,,,331.203092,-12.019067
WASP-47 e,e,0.7895933,,,,1.899,1.137,1.04,5552.0,,331.203092,-12.019067
WASP-47 d,d,9.028052,,3.3,,,1.1,,5565.0,4.3,331.203092,-12.019067
WASP-47 c,c,588.8,,,,,1.137,1.04,5552.0,4.3437,331.203092,-12.019067
WASP-47 d,d,9.03101,,3.58,885.0,,1.144,1.01,5476.0,4.27,331.203092,-12.019067
K2-37 d,d,14.090996,,2.41175864,,,0.818403,0.886868,5382.0,4.66,243.4509662,-24.7870527
K2-37 c,c,6.42966,,2.41,839.0,,0.809,0.84,5352.0,4.53,243.4509662,-24.7870527
K2-32 c,c,20.65614,,3.48,,,0.87,0.87,5315.0,4.43,252.426008,-19.5430504
K2-32 c,c,20.6602,,3.32,,4.51,0.92,0.88,5428.0,4.449,252.426008,-19.5430504
K2-32 b,b,8.99002105,0.344,,,2.757,0.851795,0.904,5274.0,4.53357,252.426008,-19.5430504
K2-32 d,d,31.715061,,3.41411198,,,0.839164,0.915819,5415.0,4.73,252.426008,-19.5430504
K2-32 e,e,4.34882,,1.01,,,0.845,0.856,,,252.426008,-19.5430504
K2-32 e,e,4.3491,0.0255,2.2,,3.552,0.757,,,,252.426008,-19.5430504
K2-32 b,b,8.992018,0.3802,4.92,,3.4872,0.757,,,,252.426008,-19.5430504
K2-32 e,e,4.34934,,1.212,1066.0,2.671,0.86,0.83,5271.0,4.49,252.426008,-19.5430504
K2-32 c,c,20.66093,,3.01,577.0,,0.855,0.84,5274.0,4.49,252.426008,-19.5430504
K2-55 b,b,2.8492816,,,,,0.63,0.696,4456.0,4.673,333.7518786,-17.2508002
K2-265 b,b,2.369193,,1.62,,1.94904,0.91,,5481.0,4.494,342.0316493,-14.4947789
K2-66 b,b,5.0689232,0.0288,2.93,,4.34,1.59,,6490.0,,331.5266563,-10.7115362
K2-66 b,b,5.06939,,2.75,1427.0,,1.79,1.06,5865.0,3.99,331.5266563,-10.7115362
K2-5 c,c,10.93459,0.1378,2.02,,2.736,0.532,,,,169.3034598,-1.8778254
K2-36 c,c,5.34107237,0.163,,,-0.068,0.75412,0.769,4772.39,4.56911,169.4490102,3.8665038
K2-32 b,b,8.99213,,5.13,817.0,,0.845,0.856,5275.0,4.49,252.426008,-19.5430504
HD 106315 c,c,21.05683,0.0992,4.05,,4.3776,1.2427,1.33,6498.0,4.37319,183.4724742,-0.3934357
EPIC 220674823 b,b,0.571336,,1.8,,1.4496,0.97,,,,13.0800239,10.7947051
K2-36 b,b,1.422619,,1.46748911,,,0.745987,0.800265,4944.0,4.7,169.4490102,3.8665038
K2-199 c,c,7.374497,,2.83685639,,,0.667422,0.705681,4681.0,4.69,208.9014508,-6.1360833
WASP-47 d,d,9.030501,,3.65,,,1.156,1.058,,,331.203092,-12.019067
WASP-47 b,b,4.1591492,,,,,1.137,1.04,5552.0,,331.203092,-12.019067
K2-277 b,b,6.32668003682,0.05208002,2.29015537,953.97,2.0310601,0.975383,,5673.0,4.46318,202.0161895,-15.9379749
WASP-47 e,e,0.7895933,,1.808,,,1.137,1.04,5552.0,4.3437,331.203092,-12.019067
HIP 41378 d,d,278.3618,,,,,1.28,,,,126.6158279,10.0803708
K2-79 b,b,10.99497,,3.99,925.0,,1.247,1.01,5853.0,4.18,55.2559307,13.5191871
K2-98 b,b,10.13693,,4.93,1093.0,,1.565,0.91,6103.0,4.12,126.4882114,11.5110933
K2-291 b,b,2.225,,1.582,,,0.904,0.926,5520.0,4.5,76.44594,21.548199
HD 106315 c,c,21.05731,,4.98,,,1.31,1.079,6256.0,4.235,183.4724742,-0.3934357
