pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec,stellar_density
EPIC 215171927.02,,6.63107,0.036,1.52,809.0,2.28,0.761,0.88,5293.0,4.4905,295.0364167,-24.7829615,1.9967730287226428
EPIC 218170789.01,,3.04108,0.0563,11.9,809.0,3.84,1.91,0.88,5293.0,4.4905,282.7778385,-19.284618,0.1262939569346218
EPIC 211586387.01,,35.3972,0.147,2.6,809.0,4.68,0.531,0.88,5293.0,4.4905,136.8011502,14.3554169,5.87758757704006
EPIC 203518244.01,,0.8411257,0.015000999999999999,0.884,809.0,2.92,0.66,0.88,4289.0,4.4905,244.1629354,-25.8700704,3.0609121518212423
EPIC 246920193.01,,10.1997,0.1357,2.6,809.0,2.7888,0.97,0.88,5340.0,4.4905,73.9932162,16.9493593,0.9642007597463714
EPIC 202071645.01,,23.7782,0.1357,78.98999999999978,809.0,5.0712,2.09,0.88,7055.639999999992,4.03,97.7746683,17.7011893,0.09639262644604003
EPIC 202094740.01,,0.689647,0.1357,6.58,809.0,2.7888,1.08,0.88,6481.0,4.0,100.4631493,25.479273582999987,0.6985723720977493
EPIC 211972086.01,,6.0162,15.22,2.6,809.0,2.7888,0.400314,0.391835,3249.0,4.82637,132.7075113,19.8100975,6.108026178639332
EPIC 211430148.01,,15.091257,35.19653699999993,2.6,809.0,4.1544,1.55474,0.93,5369.0,4.02323,130.1640344,12.0953726,0.2474626345040287
EPIC 202071401.01,,3.23792,0.0431,2.6,809.0,1.4448,0.639668,0.707,4500.0,4.67558,100.3787709,20.9218836,2.7011925173436864
EPIC 212435047.01,,1.115485,0.1357,1.6,809.0,1.5792,1.1,0.88,5293.0,4.4905,202.1307681,-14.1262594,0.6611570247933882
EPIC 211572480.01,,6.2043,0.1357,1.8527,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,124.7453571,14.156803,1.3639610395866055
EPIC 211978865.01,,0.907765,0.1357,77.0,809.0,0.6020314999999999,1.21,0.88,5293.0,4.4905,123.8977875,19.9148217,0.49673705844732413
EPIC 211534342.01,,0.512702,25.9506,2.6,809.0,1.8024,1.00839,0.71,4513.0,4.28207,137.0941737,13.6225937,0.6924250293172626
EPIC 219610716.01,,2.08807,0.0717,12.4,809.0,3.072,4.44,0.88,5293.0,4.4905,288.3913859,-16.3098775,0.010053881492888064
EPIC 211663508.01,,0.544418,35.19653699999993,2.6,809.0,1.9512,1.06871,0.85,5076.71,4.30977,129.9561722,15.4202076,0.6963688023874668
EPIC 201925324.01,,15.4769,0.173,2.89,809.0,3.528,0.66,0.88,5293.0,4.4905,171.3995685,7.8719192,3.0609121518212423
EPIC 205979483.01,,12.4292,0.1357,1.1126,809.0,2.7888,0.814,0.945,5414.0,4.595,340.076275,-15.4364075,1.752098806714289
EPIC 211800191.01,,1.106175,0.1357,8.83310242,809.0,2.7888,0.90632,0.88,5851.0,4.43,132.8847309,17.319892,1.1820558067960658
EPIC 212150006.01,,0.898216,0.1357,4.02,809.0,2.7888,0.82,0.88,5528.0,4.482,128.1695507,23.0320039,1.5960302375183184
EPIC 211642882.01,,23.89959501695,1.59987683,12.83075359,476.17,2.0395157,0.76962,0.88,4736.5,4.55,138.9529161,15.1376825,1.9304281270757164
EPIC 201619647.02,,1.65336,0.0686,1.51,809.0,1.608,0.545,0.88,5293.0,4.4905,167.4476762,2.3473081,5.436171699629892
EPIC 211997641.01,,1.744546,20.6372,2.6,809.0,3.924,2.316,0.88,6530.0,3.921,136.9025177,20.21511,0.07083811677376593
EPIC 201534540.01,,2.72273204,1.494,2.6,809.0,3.596,2.85976,1.6,7055.639999999992,3.81097,171.6509741,1.055162,0.06841183202893045
EPIC 202126884.01,,5.31937553733,0.6537084,19.66846395,1698.93,6.6913995,2.36934,0.88,6350.0,3.78918,96.679195,25.2050015,0.06616076419890973
EPIC 211578235.01,,11.00357542,0.78,2.6,809.0,1.503,1.0551,0.97,5506.87,4.37825,135.061372,14.2375374,0.8258303987097925
EPIC 204884005.01,,46.38363,0.1771,3.22,809.0,5.2368,0.762,0.88,5293.0,4.4905,249.3309961,-20.4286731,1.9889220297542374
EPIC 206344313.01,,5.23189,0.286,3.62,809.0,2.28,0.627,0.88,5293.0,4.4905,337.0778724,-7.5419744,3.57009727577926
EPIC 204760247.01,,9.2048,14.79,2.6,809.0,2.7888,3.61562,1.6,7055.639999999992,3.82208,239.4185534,-20.9831714,0.033851010888918696
EPIC 205252523.01,,4.4984354,0.185,3.12,809.0,1.68,0.66,0.88,4309.0,4.4905,247.0434622,-18.6239525,3.0609121518212423
EPIC 211429934.01,,0.565934,7.6907,2.6,809.0,1.9608,1.55349,0.91,5309.0,4.01449,136.5334223,12.0918411,0.2427258364309772
EPIC 246987084.01,,7.098695,0.1357,1.837,809.0,2.9,0.681,0.809,4857.0,4.676,74.0079876,17.5977628,2.56157564778868
EPIC 204124270.01,,1.330023,0.2836,44.0,809.0,1.7352,2.4,0.88,5293.0,4.4905,253.1042177,-23.5694775,0.06365740740740741
EPIC 211972837.01,,1.092917,35.19653699999993,2.6,809.0,3.7584,1.78223,1.6,7055.639999999992,4.14565,129.977531,19.8219052,0.28263681682160524
EPIC 201779067.01,,27.242808,3.7137,78.98999999999978,809.0,6.5664,2.54,0.88,5293.0,4.4905,168.5427766,4.9881156,0.0537008948033644
EPIC 212746655.01,,34.383193,0.1357,2.856,809.0,3.7,0.972,0.765,5666.0,4.343,199.2565541,-7.0707387,0.8330338331693139
EPIC 211993818.01,,8.986648,0.1357,78.98999999999978,809.0,2.7888,4.260594,0.88,5265.0,3.5776933,126.2049365,20.1529633,0.011378164750103741
EPIC 201182911.01,,0.99656225,35.19653699999993,32.8,809.0,2.26,0.5,0.88,3727.0,4.4905,172.7104166,-4.5075924,7.04
EPIC 201239401.01,,0.905655,0.0678,1.57,809.0,1.488,0.576,0.88,5293.0,4.4905,173.0528796,-3.370321,4.604847179355282
EPIC 201274010.01,,13.0113,0.065,2.43,713.0,2.2008,0.880221,0.92,5347.0,4.51267,183.3092954,-2.844186,1.349002177102201
EPIC 201596733.01,,2.8964139,0.289,2.45,809.0,1.63,0.42,0.88,3547.0,4.4905,170.6789065,1.993208,11.877766979807799
EPIC 201626686.01,,5.28130579,0.074,2.6,809.0,3.552,2.66957,1.17,6161.41,3.65337,169.4469645,2.4560803,0.061498131702626226
EPIC 201639576.01,,7.655533,0.1357,2.328,809.0,3.0,0.751,1.004,5114.0,4.687,166.0603718,2.6557881,2.3703577732321732
EPIC 201920032.01,,28.2671,0.0757,2.94,809.0,4.224,1.028,0.88,5293.0,4.4905,174.1067018,7.7529977,0.8100341492723862
EPIC 201920032.01,,28.270642,0.0813,2.79,809.0,4.3,0.9,0.88,5545.0,4.4905,174.1067018,7.7529977,1.2071330589849107
EPIC 201927336.01,,6.45027,0.0606,2.29,809.0,1.632,0.894,0.88,5293.0,4.4905,170.9338271,7.9170687,1.2316012351079395
EPIC 202071635.01,,6.2719092,9.29,60.0,809.0,5.32,1.81,0.88,7055.639999999992,4.4905,93.5717918,18.6270161,0.148404458137379
EPIC 202088212.01,,2.620724,0.889,11.7,809.0,2.46,1.14,0.88,6013.0,4.4905,95.6412795,14.7417216,0.5939749342577745
EPIC 202089657.01,,1.3144014,0.0426,2.78,809.0,1.69,1.23,0.88,6137.0,4.4905,91.4535759,23.4845208,0.4728978481535758
EPIC 202090737.01,,1.49761,0.02228,2.6,809.0,2.712,0.8640925,0.88,5293.0,4.4905,99.9899769,17.1809487,1.3639610395866055
EPIC 202126888.01,,1.84617,0.1357,2.14,809.0,3.0,0.21,0.88,3252.0,4.990989999999999,98.047519,25.479273582999987,95.02213583846239
EPIC 202893157.01,,4.1657292,0.227,1.86,809.0,2.47,0.36,0.88,3442.0,4.4905,246.5591625,-27.9830801,18.861454046639235
EPIC 203139512.01,,2.032664,0.1159,1.92,809.0,1.4088,0.535,0.88,5293.0,4.4905,247.1360171,-27.1235298,5.746737053311597
EPIC 203560204.01,,29.33873041,1.277,2.6,809.0,5.083,0.528528,0.525532,3171.0,4.71253,240.6852933,-25.725743,3.5595505564136647
EPIC 211428897.01,,1.610911,0.1357,1.5,809.0,1.0704,0.56,0.88,5293.0,4.4905,128.8572472,12.075397,5.010932944606413
EPIC 211469889.01,,7.07737,0.0907,2.1,809.0,3.072,0.662,0.88,5293.0,4.4905,135.0384144,12.7024625,3.0332534751226743
EPIC 211503824.01,,2.047195,0.0255,2.6,809.0,1.8936,0.958,0.88,6150.0,4.476,134.0820135,13.1927828,1.0008895269185554
EPIC 211510580.01,,5.31471,0.1511,1.45,809.0,1.896,0.355,0.88,5293.0,4.4905,126.4347415,13.2881732,19.669694421238805
EPIC 211600389.01,,0.630717,16.3414,2.6,809.0,1.9608,1.57514,1.37,6591.15,4.18015,133.8859513,14.5447545,0.3505605859007804
EPIC 211606790.01,,37.24703,0.7202,35.0,809.0,4.9296,1.696,0.88,5293.0,4.4905,137.1444253,14.6307827,0.18038695533897112
EPIC 211619879.01,,15.7512,0.05,1.38,809.0,2.568,0.582,0.88,5293.0,4.4905,129.0650281,14.8126725,4.463892406233202
EPIC 211630537.01,,0.69719,3.4039,2.6,809.0,1.8552,1.45971,0.97,5535.52,4.0963,133.838029,14.9645433,0.31186883972826035
EPIC 211673349.01,,4.894289,0.3043,4.1,809.0,2.1048,0.686,0.88,4440.0,4.62,130.7774233,15.554317,2.725902544473905
EPIC 211731298.01,,1.990422,0.0447,1.8,809.0,2.0736,0.824,0.88,5293.0,4.4905,129.0410676,16.3436617,1.5728997270132434
EPIC 211733267.01,,8.658,0.5656,2.6,809.0,1.098,0.901716,0.864,5127.0,4.46444,130.0093645,16.3723455,1.1784316955849983
EPIC 211765695.02,,25.43143,0.1357,2.887,809.0,2.8,0.677,0.636,3974.0,4.579,130.1630689,16.8291894,2.0497038157038077
EPIC 211783206.01,,7.13142,0.0707,9.6,809.0,1.92,3.4,0.88,5293.0,4.4905,130.1458104,17.0779872,0.02238957866883778
EPIC 211797637.01,,1.64117466,0.02,2.6,809.0,1.337,0.664535,0.71,4493.0,4.64429,130.7310769,17.2828025,2.419383810913279
EPIC 211797637.01,,1.640707,0.0469,2.09,809.0,2.208,0.572,0.88,5293.0,4.4905,130.7310769,17.2828025,4.702129500408145
EPIC 211804579.01,,1.523,0.0605,2.6,809.0,2.39688,0.950472,1.024,5735.72,4.49249,129.0675977,17.3815875,1.1925647662421126
EPIC 211393988.01,,4.871902,0.1357,15.383,809.0,4.6,1.817,1.564,6466.0,4.113,133.8179435,11.5488678,0.26071857082391797
EPIC 211425822.01,,2.153178,16.1675,2.6,809.0,2.6736,0.997379,0.97,5523.0,4.42712,137.5252038,12.0281523,0.9776672666514834
EPIC 211814313.01,,15.405101,1.6796,2.6,809.0,2.8128,1.475,0.88,5910.0,4.145,131.3241107,17.5194533,0.2742247259943811
EPIC 211825866.01,,0.95017067,0.088,2.6,809.0,2.581,0.746527,0.92,5339.0,4.65577,124.3327803,17.683961,2.2113183423399057
EPIC 211826814.01,,1.53453,0.1357,1.02,809.0,2.7888,0.29,0.28,5293.0,4.96079,127.650804,17.696716,11.480585509861006
EPIC 211852187.01,,14.343042,11.0696,2.6,809.0,1.464,0.424653,0.419009,3260.0,4.80422,134.6437718,18.0481127,5.471680896062302
EPIC 211859295.01,,11.09226,0.1357,2.495,809.0,2.9,0.703,0.74,4496.0,4.611,131.87908,18.1464926,2.1299320306740035
EPIC 211885185.01,,4.397187,20.3447,2.6,809.0,5.8848,1.71021,1.14,6090.0,4.02887,131.0273506,18.5109287,0.2279064029771512
EPIC 211886472.01,,19.63366256,0.682,2.6,809.0,2.331,2.11864,1.34,6516.17,3.91306,137.132549,18.528433,0.14090723594412072
EPIC 211919555.01,,9.484994,8.2338,2.6,809.0,10.79903999999998,0.8640925,0.88,5293.0,4.4905,131.648111,19.018583,1.3639610395866055
EPIC 211929937.01,,3.476633,2.0868,12.7,809.0,2.7888,0.865,0.88,5293.0,4.4905,129.1783954,19.1738012,1.3596726124660736
EPIC 211452175.01,,11.114394,14.0535,2.6,809.0,6.2304,2.44643,1.07,5904.69,3.69039,135.6982706,12.4332847,0.0730777885481008
EPIC 220436189.01,,13.6094,0.168,2.44,809.0,2.784,0.564,0.88,5293.0,4.4905,22.8779687,5.4159179,4.9050717014463014
K2-76 b,,11.99899626,0.701,2.6,809.0,6.656,1.57442,1.03,5759.0,4.05666,337.1055746,-6.0867177,0.2639219009808433
EPIC 211107835.01,,18.8652,0.0561,1.57,809.0,3.936,0.642,0.88,5293.0,4.4905,55.8387397,24.6875409,3.3256580169627306
EPIC 204791347.01,,1.94297,0.1357,2.571,809.0,1.4,0.436,0.486,3197.0,4.846,240.5178856,-20.8452602,5.863768301713707
EPIC 246362870.01,,4.03776,0.1357,2.6,809.0,2.7888,0.58,0.88,4689.0,4.4905,344.4629047,-1.8198006,4.510230021731109
EPIC 218300572.01,,1.589843,0.1741,49.0,809.0,2.388,3.93,0.88,5293.0,4.4905,282.1593738,-19.051064,0.014497897368297187
EPIC 218701083.01,,5.0521,0.1357,2.1388,809.0,2.7888,1.476,1.198,6262.0,4.178,282.0973715,-18.3183158,0.37256130450861724
EPIC 219266595.01,,0.944284,0.0271,1.48,809.0,4.032,0.684,0.88,5293.0,4.4905,288.4196985,-17.1548189,2.749883954897103
EPIC 220201207.01,,0.4378443,0.553,41.0,809.0,2.2248,1.3,0.88,5293.0,4.4905,18.6449742,0.0387098,0.4005461993627674
EPIC 220260084.01,,16.9616,0.0413,2.7,809.0,5.424,1.277,0.88,5293.0,4.4905,20.1332675,1.7790852,0.42258101348990346
EPIC 220263105.01,,0.7175747,2.514,28.1,809.0,1.524,0.818,0.88,5293.0,4.4905,16.5834301,1.8475425,1.6077657071438105
EPIC 220282718.01,,0.5551606,0.11,11.4,809.0,1.0632,1.657,0.88,5293.0,4.4905,12.2670046,2.266557,0.19342613186905275
EPIC 220290988.01,,10.55369,0.0906,2.72,809.0,3.768,0.88,0.88,5293.0,4.4905,16.291589,2.4446141,1.2913223140495869
EPIC 220294712.01,,23.6088,0.0783,3.43,809.0,6.0,1.203,0.88,5293.0,4.4905,18.1618438,2.5217995,0.5054588327626308
EPIC 220317172.01,,4.4358,0.0197,1.3,809.0,0.936,0.879,0.88,5293.0,4.4905,17.1423772,2.9994981,1.295734573272398
EPIC 220400100.01,,10.7946,0.1344,2.34,809.0,3.336,0.618,0.88,5293.0,4.4905,10.8020706,4.7177967,3.7283549084758354
EPIC 220436208.01,,5.235714,0.1357,4.3,809.0,3.4512,1.17,0.88,5293.0,4.4905,12.2361482,5.4164335,0.5494460896608607
EPIC 220448185.01,,0.3674722674,3.82167895,6.95273914,1086.47,0.6020314999999999,0.347331,0.88,3473.0,4.87657,23.3042282,5.6452094,21.001583047981775
EPIC 220466136.01,,17.1057,1.006,5.91,809.0,3.432,0.592,0.88,5293.0,4.4905,16.5208588,6.0084398,4.241481254812154
EPIC 220644522.01,,40.938,0.1009,3.57,809.0,6.552,1.083,0.88,5293.0,4.4905,13.4241418,10.0448468,0.692783127870272
EPIC 220679255.01,,8.133218,0.1357,2.05114626,809.0,2.7888,1.080518,0.88,5966.0,4.33,13.5724016,10.9092439,0.6975681675199633
EPIC 228734889.01,,48.249552,0.1357,17.99855135,809.0,2.7888,0.956171,0.88,5792.0,4.52,188.3127412,-9.6251994,1.0066441383943687
EPIC 205530323.02,,7.64309,0.236,8.0,809.0,1.296,1.5,0.88,5293.0,4.4905,248.2326858,-16.9754206,0.2607407407407407
EPIC 203753577.01,,3.4007758,0.331,5.57,809.0,2.29,0.89,0.88,5520.0,4.4905,252.8617981,-25.0535105,1.2482818393432902
EPIC 203823381.01,,8.2766395,0.371,0.77002,809.0,2.44,0.18003999999999998,0.88,3092.03,4.4905,247.1370292,-24.7987348,150.79108264361042
EPIC 203942067.01,,1.6398934,14.6,33.0,809.0,4.06,0.79,0.88,5175.0,4.4905,243.8244349,-24.3192726,1.784848663087504
EPIC 204057095.01,,23.210585,0.419,5.7,809.0,2.05,0.81,0.88,5244.0,4.4905,242.7532415,-23.840347,1.6558752523798501
EPIC 204128016.01,,50.73641,0.3938,10.31,809.0,5.0328,1.349,0.88,5293.0,4.4905,242.3657824,-23.5545059,0.3584650536018152
EPIC 204312847.01,,24.193613,10.6,30.7,809.0,7.54,0.87,0.88,5457.0,4.4905,250.4137354,-22.8284511,1.3363644508832915
EPIC 204322265.01,,2.784496,0.585,2.09,809.0,0.6020314999999999,0.256,0.88,5293.0,4.4905,246.86899,-22.7910827,52.45208740234375
EPIC 204882444.01,,1.1488,0.98,2.6,809.0,2.7888,0.984957,0.418,3429.0,4.07241,238.7713112,-20.4356029,0.437446019104272
EPIC 204888276.01,,16.56127,0.109,0.957,809.0,4.368,0.258,0.88,5293.0,4.4905,239.9970933,-20.4091199,51.24170292017148
EPIC 205152172.01,,0.980294,0.0655,1.81,809.0,1.116,0.685,0.88,5293.0,4.4905,245.1798804,-19.1443126,2.7378582403893974
EPIC 205483055.01,,22.9735,0.0541,2.61,809.0,3.384,1.067,0.88,5293.0,4.4905,249.4014625,-17.2921568,0.7244183018379952
EPIC 205483258.01,,5.6683,6.49,2.6,809.0,2.7888,0.956267,0.471,3521.0,4.14993,245.8522044,-17.2909833,0.5386211470919812
EPIC 205489894.01,,14.658196,0.106,1.6,809.0,1.59,0.45,0.88,3610.0,4.4905,247.4748134,-17.2472927,9.657064471879286
EPIC 206056433.01,,28.564994,0.0914,2.25,809.0,3.92,0.68,0.88,4418.0,4.4905,335.1789328,-13.2523483,2.798697333604722
EPIC 206114294.01,,3.291897,0.1357,3.39,809.0,1.03104,0.395,0.88,3850.0,4.882,332.3445038,-11.7342991,14.278789304700032
K2-67 b,,24.38724,0.1357,17.4,809.0,5.92704,0.8640925,0.88,5293.0,4.4905,333.6063167,-10.6527924,1.3639610395866055
EPIC 206169157.01,,6.738783,0.2243,7.72,809.0,5.592,1.763,0.88,5293.0,4.4905,336.963888,-10.336838,0.16059267611841155
EPIC 206169157.02,,6.738783,0.1821,31.1,809.0,10.704,1.763,0.88,5293.0,4.4905,336.963888,-10.336838,0.16059267611841155
EPIC 206169375.01,,0.3674722674,0.1357,2.55,809.0,2.7888,0.95,0.88,6167.0,4.16,344.0163229,-10.3323149,1.026388686397434
EPIC 206192335.01,,3.59922,0.036,1.63,809.0,1.896,0.809,0.88,5293.0,4.4905,332.6644652,-9.889599,1.6620232977930862
EPIC 212150006.01,,0.898344,0.2531,9.8,809.0,1.4016,0.9,0.88,5293.0,4.4905,128.1695507,23.0320039,1.2071330589849107
EPIC 215101303.01,,15.207101,0.1357,12.7,809.0,3.5496,0.84,0.88,5293.0,4.4905,289.4114936,-24.9358861,1.4847208724759748
EPIC 204197636.01,,46.1373,0.1137,2.6,809.0,6.936,0.723,0.88,5293.0,4.4905,239.2624997,-23.2807451,2.3284546308301732
EPIC 212586030.01,,7.783286,0.1357,78.98999999999978,809.0,1.26,3.83,0.88,5293.0,4.4905,205.8579439,-10.8969688,0.015663411234300477
EPIC 220565349.01,,21.77635,2.843,37.0,809.0,2.1696,1.122,0.88,5293.0,4.4905,18.7027892,8.2514749,0.6230230311054838
EPIC 202688980.01,,1.4556637,2.958,2.6,809.0,2.512,1.84406,1.341,6520.0,4.03395,244.2208049,-28.188578156000002,0.213847232993662
EPIC 205999468.01,,12.2631,0.1357,1.87,809.0,1.2792,0.717,0.88,5106.0,4.603,335.4068605,-14.8395785,2.3874000858481943
EPIC 210472483.01,,1.1430018,4.202,2.6,809.0,4.654,3.28495,0.88,5551.0,4.4905,64.285922,14.9363492,0.024825407237090296
EPIC 220482322.01,,57.8415,0.1602,6.13,809.0,8.16,1.495,0.88,5293.0,4.4905,15.8813788,6.3687756,0.2633656279199588
EPIC 251288417.01,,20.924593,11.9088,2.6,809.0,1.5336,0.423,0.88,3092.03,4.198,139.7986584,15.3540233,11.62683662565049
EPIC 212464382.01,,4.07337,0.015000999999999999,0.928,809.0,2.76,0.794,0.88,5293.0,4.4905,199.6708697,-13.4961732,1.7580092865402188
EPIC 211733267.01,,8.65871336,0.873,2.6,809.0,1.56,0.901716,0.864,5127.0,4.46444,130.0093645,16.3723455,1.1784316955849983
EPIC 201565013.01,,8.63829,0.1357,6.81,809.0,1.53192,0.438,0.88,3960.0,4.844,176.9920988,1.5102769,10.472740456263027
EPIC 220400100.02,,4.06643,0.035,1.22,809.0,1.56,0.618,0.88,5293.0,4.4905,10.8020706,4.7177967,3.7283549084758354
EPIC 212495601.01,,21.6768,0.0726,2.87,809.0,4.872,1.003,0.88,5293.0,4.4905,198.9124602,-12.8270262,0.8721272834647276
EPIC 211799258.01,,19.53405,0.1357,9.82,809.0,2.7888,0.460378,0.457571,3316.0,4.7723,128.2459539,17.3064583,4.689373298064041
EPIC 212757601.01,,1.017977,1.396,18.1,809.0,2.0808,0.638,0.88,5293.0,4.4905,208.154586,-6.7693945,3.3886025707972265
EPIC 246022853.01,,10.7228,0.1357,1.2998,809.0,2.7888,1.114,0.883,5909.0,4.287,349.9867362,-8.9050571,0.6387120814576149
EPIC 246163416.01,,0.877,0.05,2.6,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,352.0865075,-5.7778541,1.3639610395866055
EPIC 246290342.01,,16.607299,0.1357,2.532,809.0,3.7,0.756,1.011,4878.0,4.685,353.4175668,-3.2611299,2.339837888254786
EPIC 246310303.01,,16.980197,0.1357,2.705,809.0,4.1,0.879,0.852,5319.0,4.482,349.6506778,-2.8591956,1.2545066550319126
EPIC 246317113.01,,1.29655,0.1357,8.559,809.0,2.1,0.586,0.54,3583.0,4.645,353.4175668,-2.7205541,2.6834957497601657
EPIC 246366798.01,,7.539949,0.1357,2.511,809.0,4.0,1.205,1.157,5661.0,4.338,350.0155012,-1.7437843,0.6612599473863978
EPIC 246851148.01,,18.896192,0.1357,1.975,809.0,3.0,0.545,0.488,4459.0,4.654,70.9953724,16.2730809,3.0146043061583945
EPIC 247047370.01,,4.20507412692,0.12801794,3.32404522,956.13,1.1574129,0.877822,0.88,5086.0,4.48,74.7008149,18.16905,1.3009580396746188
EPIC 247226616.01,,2.419472,0.1357,36.563,809.0,5.8,2.476,1.6,6830.0,3.97,78.8181783,19.8769875,0.10540666229723727
EPIC 247885088.01,,6.363302,0.1357,2.786,809.0,1.5,0.819,1.022,4482.0,4.621,75.7580536,24.9899779,1.8603694130446584
EPIC 247988033.01,,5.164157,0.1357,1.006,809.0,2.2,0.627,0.612,3832.0,4.63,67.7006996,25.479273582999987,2.482840378155576
EPIC 248827616.01,,2.571267,0.1357,5.97,809.0,1.8,1.75,1.566,6216.0,4.147,154.7816362,11.3463588,0.29219825072886296
EPIC 249236972.01,,17.818211,0.1357,2.77,809.0,3.0,0.689,0.645,3878.0,4.567,236.8723452,-25.1948121,1.9719779246457343
EPIC 249731291.01,,10.205377,0.1357,6.31,809.0,7.9,2.356,1.6,6332.0,4.062,227.5096887,-18.8126177,0.12234722525228722
EPIC 250045116.01,,35.960194,0.1357,2.45,809.0,4.0,0.672,0.645,4090.0,4.587,231.0235725,-14.9437223,2.1254549066650466
EPIC 251292838.01,,19.581519,8.5946,2.6,809.0,2.7168,0.861,0.88,5638.0,4.525,140.3346059,15.8487794,1.3787109275614453
EPIC 251294036.01,,6.85484645911,1.62762816,15.65450044,855.36,1.5226064,1.06192,0.88,4797.5,4.27798,139.3244438,15.9798204,0.7348645056949931
EPIC 251327548.01,,11.349445,5.9759,2.6,809.0,5.8632,1.6958,1.11,6002.0,4.02464,139.4047224,19.1600695,0.22761406028564884
EPIC 251383916.01,,1.332797,35.19653699999993,2.6,809.0,3.924,1.06188,1.34,6519.0,4.51302,136.2675399,23.7352853,1.1191246841105298
EPIC 251399501.01,,11.634988,0.1357,2.605,809.0,4.4,1.096,0.89,6020.0,4.306,135.273,24.7573387,0.6760181313106367
EPIC 201270464.01,,1.57771549,0.875,2.6,809.0,2.993,2.56752,1.6,7055.639999999992,3.83915,170.133417,-2.8982132,0.0945319195819544
EPIC 211606790.01,,37.246869,0.1357,23.8036385,809.0,2.7888,1.475643,0.88,5445.0,4.05,137.1444253,14.6307827,0.2738664082771508
EPIC 211546613.01,,2.007472,1.6989,2.6,809.0,0.9048,0.473,0.88,3790.0,4.783,136.2000475,13.7954456,8.31570836270251
EPIC 204506777.01,,1.6281,1.49,2.6,809.0,2.7888,2.74444,1.013,5691.0,3.5776933,241.824054,-22.0602594,0.04900588356507368
EPIC 211800191.01,,1.10605213,0.147,2.6,809.0,1.289,1.11127,1.07,5900.71,4.37581,132.8847309,17.319892,0.7796954628121961
EPIC 249703125.01,,10.307387,0.1357,2.602,809.0,3.4,0.875,0.864,5359.0,4.491,232.6377985,-19.1889985,1.2897026239067055
EPIC 201541160.01,,15.695142,0.1357,2.028,809.0,2.9,0.625,0.743,4270.0,4.719,163.0590829,1.1547858,3.043328
EPIC 211516501.01,,3.84981,0.0153,1.86,809.0,3.36,1.42,0.88,5293.0,4.4905,135.8994203,13.3714906,0.30733897533185633
EPIC 205064326.01,,8.02678456,0.472,2.6,809.0,4.203,5.5996,0.88,4708.46,4.4905,251.8883544,-19.5793619,0.005012006869365857
EPIC 212228994.01,,1.095841,0.3489,2.6,809.0,1.9104,1.906,0.88,5920.0,3.996,131.6535145,25.3374544,0.12709076189186788
EPIC 211964025.01,,7.219626,3.1796,2.6,809.0,4.884,2.55977,1.6,7055.639999999992,3.91392,130.0862865,19.6866788,0.095393140763154
EPIC 212117087.01,,1.07639,9.1275,2.6,809.0,2.9088,1.6002,1.34,6523.0,4.15682,128.2791625,22.3581943,0.32702578749971506
EPIC 215171927.01,,4.135707,0.1357,1.59980974,809.0,2.7888,0.76364,0.88,4972.0,4.52,295.0364167,-24.7829615,1.9761352506275105
EPIC 220292715.01,,41.55209,0.3044,4.3,809.0,2.952,0.73,0.88,5293.0,4.4905,18.2813835,2.4802441,2.262111938552814
EPIC 211428897.03,,4.96883,0.1357,0.77002,809.0,2.7888,0.409602,0.402278,3511.0,4.81787,128.8572472,12.075397,5.853829604361166
EPIC 212797028.01,,29.978884,0.1357,15.3,809.0,6.3696,0.94,0.88,5293.0,4.4905,207.8179518,-5.6346325,1.059495487512401
EPIC 206403979.01,,23.8039,0.1357,12.0,809.0,2.58,0.48,0.88,4840.0,4.809,332.8893763,-6.5685682,7.957175925925927
EPIC 201846824.01,,2.89465,0.0551,1.75,809.0,1.44,0.702,0.88,5293.0,4.4905,176.8902497,6.2407166,2.543731896578059
EPIC 206169375.01,,0.3674722674,0.0631,3.9,809.0,0.8376,1.18,0.88,5293.0,4.4905,344.0163229,-10.3323149,0.5355951679577757
EPIC 210513446.01,,1.1489833,0.1357,76.0,809.0,1.6296,2.0,0.88,5137.0,3.63,58.0186639,15.6353741,0.11
EPIC 211839430.01,,2.612938,11.4984,2.6,809.0,9.1512,4.77742,0.88,5014.02,4.4905,132.5083559,17.8741708,0.008070536428249887
EPIC 212048046.01,,9.375266,0.1357,3.545,809.0,2.8,0.747,0.804,4571.0,4.597,128.9278377,21.0637447,1.9288312928349438
EPIC 212048503.01,,0.617674,35.19653699999993,2.6,809.0,1.9608,1.10095,0.9,5271.68,4.30878,137.4853283,21.0715037,0.6744344130084196
EPIC 212116340.01,,0.610205,13.633,2.6,809.0,1.9608,1.18417,0.88,5470.83,4.4905,133.4208162,22.344148,0.5299568487421255
EPIC 212207194.01,,9.148701,11.97,2.6,809.0,5.46,1.8215,1.13,6072.0,3.97029,129.5703396,24.5120206,0.1869781750922901
EPIC 212225413.01,,0.793048,20.04,2.6,809.0,3.264,1.76335,0.95,5459.0,3.92312,131.8385066,25.1656263,0.17326388128799416
