pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec,stellar_density
K2-5 c,c,10.9324,0.1357,1.64,809.0,2.84,0.462,0.52,4021.0,4.823,169.3034598,-1.8778254,5.27323853348478
K2-5 b,b,5.7348462,0.126,2.4,809.0,2.83,0.62,0.88,4088.0,4.4905,169.3034598,-1.8778254,3.692390319223927
K2-45 b,b,1.7292591,2.37,11.0,809.0,1.73,0.66,0.88,4271.0,4.4905,169.6327547,-1.7740582,3.0609121518212423
K2-167 b,b,9.977481,0.1357,2.8191657,809.0,2.7888,1.829853,1.016265,5908.0,3.88,336.5761233,-18.011665,0.16586637820318315
K2-157 b,b,0.3674722674,0.1357,1.05548088,809.0,2.7888,0.875749,0.939509,5456.0,4.55,183.7514959,-5.7820178,1.3988205198929349
K2-243 c,c,24.94598,0.019,2.01,801.0,5.2,1.39,1.29,6570.0,4.26,181.1211419,-4.8991358,0.48033619065101946
EPIC 201170410.02,b,6.7987,0.1357,1.047,809.0,2.7888,0.282,0.287,3648.0,4.990989999999999,170.1408561,-4.8070039,12.797777984682622
K2-43 c,c,2.19945,0.163,2.6,809.0,1.44,0.61,0.88,5293.0,4.4905,169.117028,-3.9754405,3.8769764870187373
K2-5 b,b,5.73594,0.1357,1.91,565.0,2.654,0.57,0.61,3930.0,4.71,169.3034598,-1.8778254,3.2938609990658403
K2-164 b,b,17.3678,0.0211,1.93,809.0,9.168,1.27,0.88,5293.0,4.4905,171.933659,-0.0628488,0.4296071584269152
K2-9 b,b,18.44951,0.399,3.09,809.0,2.4144,0.468,0.88,5293.0,4.4905,176.263724,0.0054085,8.585095150950947
K2-11 b,b,39.93767,0.07,7.55,734.0,2.7888,5.15,1.35,5433.0,4.4905,169.0418328,1.9866832,0.009883529921014121
K2-11 b,b,39.863566,0.0834,2.47,809.0,5.14,0.78,0.88,5133.0,4.4905,169.0418328,1.9866832,1.8543805526054045
K2-47 b,b,31.6551,0.0999,2.48,809.0,4.632,0.774,0.88,5293.0,4.4905,168.5825696,2.7805614,1.8978408488952399
K2-279 b,b,7.12471,0.0207,1.244,809.0,3.072,0.857,0.88,5293.0,4.4905,204.7792935,-6.0417592,1.398106344077057
K2-75 b,b,7.817949,0.1357,2.54862479,809.0,2.7888,1.238022,1.173509,6022.0,4.26,338.844896,-7.469895,0.6184453633116118
EPIC 212424622.01,,12.0156,0.0489,2.81,809.0,5.4,1.2247,0.88,5293.0,4.4905,202.3313765,-14.3594358,0.47906398043514514
K2-128 b,b,5.675814,0.1357,1.20312295,809.0,2.7888,0.650657,0.686997,4621.0,4.7,204.4376666,-8.5970858,2.494011899389822
K2-279 b,b,7.122605,0.1357,1.21,879.0,2.7888,0.86,0.79,5558.0,4.46,204.7792935,-6.0417592,1.2420290037355204
K2-200 b,b,2.849883,0.1357,1.3643987,809.0,2.7888,0.791736,0.860208,5233.0,4.71,202.251206,-4.6100532,1.7332543519421006
EPIC 211791178.01,b,9.562742,0.1357,2.01,809.0,2.7888,0.667217,0.694726,4349.9,4.4905,132.142853,17.1905813,2.3389031734368073
K2-162 b,b,9.45889,0.02669,1.44,631.0,3.0,0.69,0.75,4842.0,4.63,186.0383865,-1.111479,2.2830424737221815
K2-46 b,b,19.15344,0.1357,2.04,889.0,2.7888,1.12,0.88,6445.0,4.4905,174.2662454,-0.90721,0.6263666180758016
EPIC 201427007 b,b,0.72091,0.1357,1.5,809.0,2.7888,0.94,0.88,5633.0,4.4,184.6021322,-0.5512886,1.059495487512401
K2-8 b,b,10.35176,0.078,2.97,691.0,2.7888,0.74,0.79,4890.0,4.4905,169.7935178,-0.2844389,1.9495390203936591
K2-8 b,b,10.35848367,0.149,2.6,809.0,3.263,0.771581,0.77,4779.0,4.5498,169.7935178,-0.2844389,1.6762784084638864
EPIC 201497682.02,,7.7991586,0.0423,1.57,809.0,2.94,0.7,0.88,4535.0,4.4905,168.9366786,0.4880606,2.5655976676384844
K2-165 c,c,4.382745,0.1357,1.55409035,809.0,2.7888,0.803827,0.834847,5185.0,4.46,184.9004881,0.968327,1.6073820776017858
K2-165 b,b,2.354992,0.1357,1.27443657,809.0,2.7888,0.803827,0.834847,5185.0,4.46,184.9004881,0.968327,1.6073820776017858
K2-35 c,c,5.608352,0.1357,1.93,809.0,2.7888,0.619575,0.701968,4402.71,4.4905,170.1031027,1.2858679,2.9514515481512613
K2-35 c,c,5.6089465,0.0889,2.17,809.0,1.84,0.67,0.88,4326.0,4.4905,170.1031027,1.2858679,2.925891815150134
K2-26 b,b,14.56594,0.2589,2.6,809.0,4.704,0.515263,0.512936,3683.0,4.72407,94.2064312,24.5958335,3.7495254647742615
EPIC 201841433.01,,12.3389,0.1021,2.11,809.0,2.76,0.628,0.88,5293.0,4.4905,175.206752,6.1348146,3.5530698135581527
K2-17 b,b,17.9654,0.1357,1.53,809.0,2.76,0.478,0.532,4102.0,4.798,178.3296746,6.4123178,4.871110061523219
WASP-85 A b,b,2.655676,1.4877,11.1,809.0,2.6172,0.884,0.88,5293.0,4.4905,175.9080328,6.5637842,1.2738722501614574
WASP-85 A b,b,2.655674403,0.1357,2.6,809.0,2.7888,0.8640925,0.88,5685.0,4.48,175.9080328,6.5637842,1.3639610395866055
K2-379 b,b,8.7783,0.0934,2.27,809.0,2.904,0.69,0.88,5293.0,4.4905,283.0317641,-27.1807287,2.6787698358340264
K2-147 b,b,0.961917,0.1357,1.38,809.0,2.7888,0.554,0.583,3672.0,4.72,293.8330329,-28.188578156000002,3.4287771585616635
K2-147 b,b,0.961916,0.0654,0.82,809.0,1.0296,0.311,0.88,5293.0,4.4905,293.8330329,-28.188578156000002,29.255094483815633
K2-201 c,c,22.7768,0.1252,3.39,809.0,3.648,0.92,0.88,5293.0,4.4905,293.5607117,-23.1312775,1.1301060244924797
K2-201 b,b,1.05979,0.1357,1.40006712,809.0,2.7888,0.878161,0.956055,5507.0,4.68,293.5607117,-23.1312775,1.4117585930682706
K2-107 b,b,3.313944,0.1357,14.4,809.0,2.9808,1.73,0.88,5293.0,4.4905,284.985355,-22.2934206,0.1699590765582592
K2-107 b,b,3.3139151,0.1357,2.6,809.0,2.7888,1.78,1.3,6030.0,4.07,284.985355,-22.2934206,0.23050658965145984
K2-381 b,b,7.9388,0.0209,0.94,809.0,1.464,0.616,0.88,5293.0,4.4905,288.0267612,-21.0075789,3.764788087608125
K2-382 b,b,21.7,0.0789,2.38,809.0,4.104,0.811,0.88,5293.0,4.4905,287.4125267,-19.6269336,1.6497574928662375
EPIC 201595106 b,b,0.877183,0.1357,1.40575209,809.0,2.7888,0.932487,0.88,5705.0,4.48,183.7203635,1.9681688,1.085311273895149
K2-12 b,b,8.28246,0.1357,2.44,1026.0,2.7888,1.117,0.965,5672.0,4.4905,173.1919022,2.2446794,0.6924171147994419
EPIC 201663879.02,,35.621,0.045,1.89,420.0,2.7888,0.898,0.954,5440.0,4.512,166.8010058,3.0399357,1.3174051738108157
K2-48 b,b,20.5107,0.1104,2.23,809.0,3.384,0.662,0.88,5293.0,4.4905,176.1233077,3.2723812,3.0332534751226743
K2-15 b,b,11.8097,0.1357,2.84,809.0,2.52,0.78,0.81,5314.0,4.571,178.1105741,4.2546649,1.7068730086481565
K2-15 b,b,11.8104,0.121,2.48,676.0,2.7888,0.68,0.72,5131.0,4.4905,178.1105741,4.2546649,2.2898432729493177
K2-16 b,b,7.6196574,0.0953,2.39,809.0,2.19,0.71,0.88,4620.0,4.4905,175.0972238,4.5574311,2.4587118026548507
K2-16 c,c,19.0702,0.1065,1.84,809.0,3.36,0.544,0.88,5293.0,4.4905,175.0972238,4.5574311,5.466205729696722
K2-50 b,b,8.7529,0.1357,1.59,809.0,2.68,0.546,0.611,4326.0,4.742,169.483654,5.988289,3.753732168174867
EPIC 201833600 c,c,3.96165,0.0485,1.48,809.0,2.16,0.634,0.88,5293.0,4.4905,169.483654,5.988289,3.4531456634470685
K2-17 b,b,17.969079,0.1357,1.94750799,809.0,2.7888,0.600869,0.624878,4382.0,4.71,178.3296746,6.4123178,2.8804201429236627
K2-17 b,b,17.969029,0.1357,2.03,809.0,2.7888,0.626014,0.657836,4118.41,4.4905,178.3296746,6.4123178,2.681424043458414
WASP-85 A b,b,2.65662719,1.459,2.6,809.0,3.025,0.8640925,0.88,5634.18,4.4905,175.9080328,6.5637842,1.3639610395866055
K2-26 b,b,6.738783,0.34078487,3.55068952,331.03999999999996,5.1289452,0.515263,0.88,3683.0,4.72407,94.2064312,24.5958335,6.432737045170061
K2-415 b,b,4.01798053813,0.28089118,1.1017624,374.41,1.1195616,0.194357,0.88,3166.0,4.990989999999999,137.2015437,11.8622503,119.8621632498045
HD 89345 b,b,11.8143,0.1477,7.263432,1068.0,5.7072,1.733,1.324,5622.0,4.083,154.6710977,10.1288464,0.2543854672632104
K2-116 b,b,4.655335,0.1357,0.77002,809.0,2.7888,0.687426,0.726778,4547.0,4.64,336.1523363,-11.5793181,2.2372983902729153
K2-186 b,b,41.4661,0.098,3.45,809.0,6.12,1.0574,0.88,5293.0,4.4905,135.3350487,18.8252879,0.7443286811473551
EPIC 206024342 d,d,14.637,0.1357,4.0,809.0,3.7104,1.5,0.88,6438.0,4.2,331.2771441,-14.1218019,0.2607407407407407
WASP-55 b,b,4.466,1.5619,2.6,809.0,3.09504,1.09036,1.134,6070.0,4.41754,203.7581951,-17.5034961,0.8747890166578913
K2-139 b,b,28.380619,0.1357,9.11,524.0,2.7888,0.88,0.96,5370.0,4.54,289.066707,-17.9107147,1.4087152516904584
K2-203 b,b,9.6952,0.023,1.26549392,738.4,3.1032,0.765,0.793,5026.0,4.57,12.7736909,-1.1958844,1.7712867823308
K2-207 b,b,12.4904,0.0904,3.59,809.0,4.296,0.929,0.88,5293.0,4.4905,11.6996481,0.6406182,1.097578345669276
K2-384 e,e,9.71601,0.175,1.14,809.0,1.992,0.257,0.88,5293.0,4.4905,20.4998403,0.7509701,51.842185553432714
K2-211 b,b,0.669532,0.1357,1.3,809.0,2.7888,0.79,0.88,5360.0,4.7,21.1061587,1.7049101,1.784848663087504
WASP-118 b,b,4.0460407,0.6679,15.625346,1753.0,4.91136,1.754,1.319,5293.0,4.4905,19.5505861,2.7027847,0.24443085587612068
WASP-118 b,b,4.0460496,0.1357,2.6,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,19.5505861,2.7027847,1.3639610395866055
WASP-118 b,b,4.0460644,0.8004,18.2851,1827.949999999999,5.824,1.81,0.88,6404.0,4.03,19.5505861,2.7027847,0.148404458137379
K2-212 b,b,9.795647,0.12797,2.65,809.0,2.7888,0.678,0.622,4349.0,4.72,18.4241015,3.0970732,1.9957277821144745
HD 89345 b,b,11.814417,0.1357,2.6,809.0,2.7888,1.657,1.12,5499.0,4.044,154.6710977,10.1288464,0.24617871328788532
HIP 116454 b,b,9.0949,0.1357,2.53,745.0,2.7888,0.716,0.755,5089.0,4.4905,353.4175668,0.4447043,2.0568749292761948
WASP-75 b,b,2.4841905,0.1357,15.6,809.0,1.886,1.39,1.18,6090.0,4.223,342.3858995,-10.6754686,0.4393772906730255
K2-232 b,b,11.168454,0.1357,11.209,1030.0,2.7888,1.161,1.188,6154.0,4.379,73.7667927,18.654323,0.759136339558096
K2-407 b,b,4.941907,0.1357,1.283,809.0,2.9,0.927,0.881,5563.0,4.45,232.5552584,-23.0067371,1.1059530890125289
K2-165 d,d,14.06660140645,0.1450825,3.19087767,629.38,2.7078373,0.837606,0.88,5141.67,4.53051,184.9004881,0.968327,1.497487938982457
K2-270 c,c,4.400028,0.1357,2.95,848.0,2.7888,0.77,0.85,4877.0,4.59,131.2665588,13.5497322,1.8618588360534725
K2-295 b,b,4.024881,0.1357,10.3,809.0,2.4792,0.73,0.88,5293.0,4.4905,19.6101417,6.8167277,2.262111938552814
K2-218 b,b,8.679885,0.1357,2.56948149,809.0,2.7888,1.008231,1.047488,5757.0,4.45,12.809613,6.8464327,1.022042408704711
K2-113 b,b,5.817608,0.1357,10.42437,1178.0,2.7888,1.047,1.007,5627.0,4.4,19.4493823,6.8688469,0.8773834245976332
K2-113 b,b,5.8176015,0.1357,2.6,809.0,2.7888,1.047,1.007,5627.0,4.4,19.4493823,6.8688469,0.8773834245976332
K2-386 b,b,7.473223,0.1357,2.32,809.0,2.7888,0.97,0.911,5749.0,4.424,18.2999964,7.0130302,0.9981669228738005
K2-282 b,b,4.169746,0.1357,2.7,809.0,2.7312,0.93,0.88,5293.0,4.4905,13.4321524,7.9952914,1.0940415760663484
EPIC 220554210 c,c,0.70531,0.1357,1.6,809.0,2.7888,1.0,0.88,5499.0,4.5,13.4321524,7.9952914,0.88
K2-283 b,b,1.921036,0.1357,3.52,1186.0,2.7888,0.82,0.89,5060.0,4.56,13.1943679,9.6929181,1.6141669447628448
K2-223 b,b,0.50557,0.1357,0.89,809.0,2.7888,1.0,0.88,5859.0,4.5,185.306183,-10.2820915,0.88
K2-223 b,b,0.50557,0.1357,0.90973766,809.0,2.7888,1.013236,1.067005,5859.0,4.54,185.306183,-10.2820915,1.0257336881288528
K2-223 c,c,4.564169,0.1357,1.6195921,809.0,2.7888,1.013236,1.067005,5859.0,4.54,185.306183,-10.2820915,1.0257336881288528
K2-224 b,b,4.478591,0.1357,1.66378993,809.0,2.7888,0.839998,0.902181,5614.0,4.63,189.7041426,-10.0605942,1.5221551468872936
K2-226 b,b,3.27108,0.027,1.54,1120.0,2.4,0.91,0.88,5424.0,4.47,183.6456643,-9.5626286,1.1677731759847445
K2-227 b,b,13.621832,0.1357,1.66551298,809.0,2.7888,0.890666,0.950811,5673.0,4.58,190.9484237,-8.4784159,1.3457040995029275
K2-195 c,c,28.4707,0.0747,2.68,809.0,5.976,0.948,0.88,5293.0,4.4905,199.8315191,-8.5095364,1.0328985318793429
EPIC 212424622 b,b,18.0983,0.1357,2.17,809.0,2.7888,0.8640925,1.106,5293.0,4.4905,202.3313765,-14.3594358,1.7142510338440748
K2-154 b,b,3.67626,0.11,1.99,715.0,1.7,0.63,0.65,4097.0,4.65,189.0015173,-2.6696217,2.599511291877127
K2-154 c,c,7.95486,0.11,2.07,552.0,2.1,0.63,0.65,4097.0,4.65,189.0015173,-2.6696217,2.599511291877127
K2-259 b,b,15.48043,0.037,2.32,795.0,4.2,1.13,1.14,6059.0,4.39,186.8026947,1.5668631,0.790077184996573
K2-228 b,b,2.698368,0.1357,1.38434336,809.0,2.7888,0.699017,0.742115,4764.0,4.67,187.2947047,-6.8342028,2.1727411832642334
K2-230 b,b,2.86041,0.02,1.96,1529.0,2.6,1.39,1.11,5945.0,4.2,191.363117,-6.576051,0.4133125361415749
K2-254 c,c,12.11839,0.12,2.19,551.0,2.4,0.67,0.71,4629.0,4.64,185.5507926,-4.7172908,2.3606627144961307
K2-255 b,b,1.96417,0.183,2.9,1034.0,1.1,0.69,0.71,4676.0,4.62,189.9128532,-3.3705631,2.1612802084569984
K2-237 b,b,2.18053435,0.1357,2.6,809.0,2.7888,1.43,1.28,6257.0,4.24,253.7688479,-28.188578156000002,0.4377255098561765
K2-138 d,d,5.40479,0.1357,2.39,809.0,2.7,0.863,0.935,5356.3,4.54,348.9490311,-10.8497391,1.4547193770318454
K2-138 g,g,41.96797,0.1357,3.013,809.0,4.75,0.863,0.935,5356.3,4.54,348.9490311,-10.8497391,1.4547193770318454
K2-138 b,b,2.35322,0.1357,1.57,809.0,1.73,0.86,0.93,5378.0,4.59,348.9490311,-10.8497391,1.4621354094608023
K2-138 f,f,12.75758,0.1357,2.73,653.0,3.243,0.839,0.916,5283.0,4.538,348.9490311,-10.8497391,1.5509921194547585
K2-138 c,c,3.56004,0.1357,2.299,809.0,2.38,0.863,0.935,5356.3,4.54,348.9490311,-10.8497391,1.4547193770318454
WASP-75 b,b,2.4841987,0.1357,2.6,809.0,2.7888,1.26,1.14,6100.0,4.29,342.3858995,-10.6754686,0.5698928601422931
EPIC 201757695.02,b,2.0478,0.1357,0.90819,809.0,2.7888,0.655,0.727,4520.0,4.659,173.9385102,4.6164303,2.5870838858391405
EPIC 212297394 c,c,5.21378,0.0828,2.29,809.0,2.472,0.749,0.88,5293.0,4.4905,207.2061241,-17.6098985,2.094291929049416
K2-390 b,b,3.3129214,0.1815,4.28877,1119.0,2.097,0.98,0.88,5512.0,4.44,353.4175668,-9.5887124,0.9349845727545496
K2-238 b,b,3.2047072,0.7448,2.6,809.0,3.331,0.8640925,0.88,5342.0,4.4905,347.7043164,-7.8575592,1.3639610395866055
K2-391 b,b,4.622654,0.1357,1.371,809.0,2.7888,0.566,0.757,5543.0,4.973,353.4175668,-7.7015151,4.174904888276458
K2-392 b,b,15.398723,0.1357,1.85,809.0,2.7888,1.058,0.841,5726.0,4.314,353.4175668,-7.4788816,0.7101318518781616
K2-47 b,b,31.646306,0.1,2.53,809.0,4.93,0.73,0.88,4810.0,4.4905,168.5825696,2.7805614,2.262111938552814
K2-285 d,d,10.45582,0.1,2.48,619.9,2.504,0.787,0.83,4975.0,4.4,349.3843458,1.3001522,1.7027617870951057
K2-215 b,b,8.269648,0.1357,2.12381238,809.0,2.7888,0.974398,0.999987,5704.0,4.41,18.4700795,6.1238647,1.0808992176413825
K2-198 b,b,17.04354,0.2737,4.28,809.0,2.9592,0.801,0.88,5293.0,4.4905,198.8436817,-6.4649888,1.7123207672747462
K2-398 c,c,18.787839,0.1357,5.098,809.0,2.7888,1.239,0.945,5946.0,4.227,161.7349738,1.9367044,0.49684152871778803
K2-356 b,b,21.0267366,0.1357,2.29,624.0,2.7888,0.86,0.9,5568.0,4.52,128.3219134,13.6613758,1.414969751091099
EPIC 211537087.02,,42.3822512,0.1357,2.58,482.0,2.7888,0.86,0.9,5568.0,4.52,128.3219134,13.6613758,1.414969751091099
EPIC 212110007.01,,16.709659,11.283,2.6,809.0,3.2952,1.09979,0.83,5018.76,4.27453,133.3108723,22.2188747,0.6239485688930204
K2-270 c,c,4.399871,0.1076,2.8,809.0,1.2768,0.772,0.88,4810.0,4.594,131.2665588,13.5497322,1.9126291528916797
K2-188 b,b,1.742983,0.1357,1.25908622,809.0,2.7888,1.109202,1.106611,5982.0,4.36,129.8137008,23.3574367,0.8108920655804711
EPIC 212577658.01,,14.07277587,0.04,2.6,809.0,3.004,0.8640925,0.88,5293.0,4.4905,208.7531273,-11.0799874,1.3639610395866055
EPIC 212321305.01,,34.144,0.2836,2.6,809.0,7.92312,1.68987,1.01,5690.0,3.98668,204.641935,-16.9101076,0.2092962685670104
EPIC 251393748.01,,8.07181,19.0291,2.6,809.0,3.2304,1.24106,1.018,5709.51,4.25823,136.196376,24.4027825,0.5325611025801911
K2-193 b,b,14.786747,0.1357,3.3,809.0,4.32,0.83,0.88,5293.0,4.4905,205.2371043,-11.0093342,1.539034640521733
EPIC 211436876.01,,1.1524,0.1357,0.77002,809.0,2.7888,1.057,0.992,5992.0,4.386,127.7276048,12.1990464,0.840014359740636
EPIC 212041206.01,,23.917716,3.2061,2.6,809.0,1.7208,0.828,0.88,5050.0,4.507,128.7199403,20.946957,1.5502140253669132
EPIC 211796070.01,,1.89016107,0.027,2.6,809.0,2.224,0.74574,0.705,4491.0,4.54108,128.3109799,17.2614182,1.6999134173934518
EPIC 212703473.02,,18.516,0.03,2.6,809.0,2.62008,1.09551,0.88,5841.15,4.4905,201.2364742,-8.1717857,0.6693197396713125
EPIC 210524811.01,,7.46967,0.38,2.4,809.0,1.656,0.279,0.88,5293.0,4.4905,65.0559891,15.819996,40.52005837282771
EPIC 228758948.01,,12.20239,0.128,4.15,812.0,4.0008,1.01169,1.06,5869.0,4.45328,192.0993966,-8.5275804,1.0236782913378244
EPIC 206535016.01,,20.3997,0.1066,2.65,809.0,1.6488,0.778,0.88,5293.0,4.4905,335.2401767,-4.1394078,1.8687184833195383
EPIC 220397060.01,,12.092199,0.1357,5.84432297,809.0,2.7888,0.990979,0.88,5333.0,4.2,10.8020706,4.6577408,0.9042516669135425
EPIC 211719484.01,,0.3674722674,0.739,2.6,809.0,1.692,1.92205,1.18,6175.0,3.94242,123.4818695,16.1780684,0.16618352386585158
EPIC 204914585.01,,18.357773,0.0452,1.74,809.0,5.13,0.75,0.88,4937.0,4.4905,242.0579035,-20.2883588,2.0859259259259257
EPIC 212406474.01,,1.852487,0.1299,36.8,809.0,2.52,2.479,0.88,5293.0,4.4905,200.629388,-14.7658933,0.057763445702132835
K2-396 c,c,25.76051,0.1357,3.124,809.0,2.7888,0.92,0.954,5236.0,4.488,74.6928607,17.2690562,1.2251376674611654
EPIC 247445728.01,,13.7579,0.1357,2.6,809.0,2.7888,0.76,0.88,4860.0,4.4905,68.7061785,21.7686992,2.004665403119988
EPIC 204579445.01,,24.6842,0.0408,2.49,809.0,4.968,1.17,0.88,5293.0,4.4905,240.8283058,-21.7560956,0.5494460896608607
EPIC 212428509.01,,2.667929,0.1357,50.7,809.0,2.0904,0.94,0.88,5293.0,4.4905,203.628266,-14.2716133,1.059495487512401
EPIC 212570977.01,,8.853025,0.1357,14.4,809.0,4.2192,0.87,0.88,5293.0,4.4905,205.901248,-11.2236222,1.3363644508832915
EPIC 251281013.01,,3.287912,10.7725,2.6,809.0,2.9928,1.01769,0.87,5137.0,4.36236,140.5973449,14.5366841,0.8254157116905085
EPIC 249649721.01,,24.481285,0.1357,2.49,809.0,3.6,0.761,1.001,4861.0,4.674,236.5195393,-19.8817214,2.271329320172006
EPIC 211988320.01,,59.84855433221,0.1357,2.86,809.0,2.7888,0.731598,0.62,3973.09,4.50191,136.0883061,20.065397,1.5833399173044354
EPIC 212592101.01,,4.545,0.6354,2.6,809.0,1.04688,0.248786,0.219548,3258.0,4.98795,205.6712596,-10.7690389,14.25777223221986
EPIC 212036875.01,,5.1699026,0.311,9.23587,1356.0,1.972,1.48,0.88,6283.4,4.18,134.6902795,20.8689789,0.2714548003079778
EPIC 206152015.01,,0.80858305,1.022,2.6,809.0,2.199,2.31125,0.88,6151.8,4.4905,342.3413548,-10.7433097,0.07127576703117469
EPIC 210696763.03,,7.98471,0.202,1.19,809.0,1.92,0.249,0.88,5293.0,4.4905,52.8346342,18.3160503,57.0012829822864
EPIC 211744153.01,,4.612166,0.5543,2.6,809.0,1.5936,2.82645,0.88,5444.37,4.4905,130.7457554,16.526022,0.038972543512981773
EPIC 205957328.01,,14.353347,0.0648,2.19,809.0,3.25,0.79,0.88,5162.0,4.4905,339.9024279,-16.1298606,1.784848663087504
EPIC 211428897.03,,4.96792,0.0572,0.77002,809.0,1.296,0.299,0.88,5293.0,4.4905,128.8572472,12.075397,32.920703489994864
K2-187 e,e,13.608511,0.1357,2.5,809.0,4.0296,0.96,0.88,5293.0,4.4905,132.5235618,23.1924709,0.9946469907407409
EPIC 247856284.01,,11.95706,0.1357,2.635,809.0,4.0,0.829,0.954,5292.0,4.579,74.8320695,24.7957033,1.6744985779391037
EPIC 212524671.01,,11.52898,0.494,3.93,809.0,1.488,0.533,0.88,5293.0,4.4905,204.3571304,-12.2111141,5.811671324600156
EPIC 247560727.01,,3.3733,0.1357,1.5839,809.0,2.7888,0.779,0.693,5634.0,4.494,75.4259195,22.6615625,1.465955751037382
EPIC 206031623.01,,9.9487,0.01525,1.48,809.0,3.648,1.136,0.88,5293.0,4.4905,339.5953205,-13.9195267,0.6002714361950319
EPIC 211876245.01,,8.97146,26.9917,2.6,809.0,2.6064,0.872,0.88,5330.0,4.481,134.1616939,18.382575,1.327190356354954
EPIC 211383821.01,,1.56699,0.046,1.34,809.0,2.112,0.603,0.88,5293.0,4.4905,131.0413479,11.3854224,4.013569019410337
EPIC 211357309.01,,0.46395,0.1357,0.85,809.0,2.7888,0.42,0.88,3563.0,4.990989999999999,133.2327321,10.9451996,11.877766979807799
EPIC 214254518.01,,5.059033,0.1357,1.03801946,809.0,2.7888,0.623766,0.88,4455.0,4.68,285.4760265,-26.9630173,3.6259146412873493
EPIC 215125108.01,,0.738067,0.0902,78.98999999999978,809.0,2.928,5.866196499999953,0.88,5293.0,4.4905,282.0379454,-24.8844084,0.004359260806157436
EPIC 210418253.01,,23.9683,0.1357,1.6119,809.0,2.7888,1.129,1.325,5296.0,4.455,64.5802782,13.8777944,0.9207337282746422
EPIC 201720401.01,,59.84855433221,0.1357,12.8,809.0,2.7888,0.88,0.88,4800.0,4.4905,179.1664861,3.9864368,1.2913223140495869
EPIC 248782482.01,,16.222,0.056,1.28,417.0,2.7888,0.503,0.518,3852.0,4.749,154.3844246,10.2604619,4.070294232848033
EPIC 212351026.01,,2.548,0.2483,2.6,809.0,4.90296,0.515866,0.513515,3545.0,4.72355,201.6867614,-16.1053809,3.740609898886582
EPIC 201357835.01,,11.8951,0.1357,2.6,809.0,2.7888,0.68,0.88,5040.0,4.4905,185.1812113,-1.5883337,2.798697333604722
EPIC 201176672.01,,59.84855433221,0.1357,10.2,809.0,10.79903999999998,0.508,0.88,4542.0,4.747,169.1498727,-4.6564416,6.712611850420552
EPIC 201717274.01,,3.5269024,0.167,2.98,809.0,1.57,0.67,0.88,4332.0,4.4905,173.8276491,3.9340165,2.925891815150134
EPIC 201650711.02,,5.54583,0.0152,0.77002,809.0,2.088,0.34,0.88,5293.0,4.4905,172.0443891,2.8267296,22.389578668837775
EPIC 210925707.01,,1.6865884,4.591,2.6,809.0,4.923,2.93748,1.19,6199.0,3.5776933,57.1204621,21.797343,0.04694855244310406
EPIC 211408138.01,,10.337864,5.0598,2.6,809.0,7.0896,1.96735,0.88,6281.0,4.4905,132.8249194,11.7650536,0.11556804941688512
EPIC 202843107.01,,2.1989041,32.4,46.6,809.0,6.83,0.75,0.88,4938.0,4.4905,245.5479136,-28.1619428,2.0859259259259257
EPIC 220431824.01,,9.073266,1.7165,23.32,809.0,6.9456,1.763,0.88,5293.0,4.4905,12.8272823,5.3334294,0.16059267611841155
K2-278 b,b,3.334966,0.1357,2.98,1711.0,2.7888,1.61,1.4,6747.0,4.17,203.3018653,-14.5041057,0.33546746552652446
EPIC 203710387.01,,2.809,4.73,2.6,809.0,2.7888,0.474383,0.472176,3092.03,4.75991,244.1277536,-25.2057083,4.422996106028515
EPIC 212311834.01,,17.788652,0.1357,47.8,809.0,2.8104,0.76,0.88,5293.0,4.4905,199.9766096,-17.1811426,2.004665403119988
EPIC 216357880.01,,11.86386,0.0605,2.21,809.0,3.768,0.848,0.88,5293.0,4.4905,287.1277235,-22.4921765,1.443095642711769
EPIC 204489514.01,,10.2236,0.1357,78.98999999999978,809.0,10.3992,2.04,0.88,6960.0,4.05,240.7566702,-22.1313448,0.10365545680017488
EPIC 249883770.01,,2.228112,0.1357,1.398,809.0,1.8,0.693,0.785,4355.0,4.651,234.295942,-16.8373887,2.3586850420430503
EPIC 216050437.01,,14.948966,0.1357,36.94985751,809.0,2.7888,1.524443,0.88,6391.0,4.18,293.6160533,-23.0529537,0.24839857545376068
EPIC 220606084.01,,6.738783,0.4902,12.32,809.0,8.16,1.698,0.88,5293.0,4.4905,15.6817468,9.1599614,0.17975029608509627
EPIC 208445756.01,,22.4844,0.1357,78.98999999999978,809.0,6.69096,1.15,0.88,6173.0,4.35,95.7830373,20.9714417,0.5786142845401496
EPIC 207517400.01,,6.3878,0.1357,65.0,809.0,3.6504,1.25,0.88,6668.0,4.331,95.6307287,17.3359732,0.45056
EPIC 212053988.01,,0.579309,35.19653699999993,2.6,809.0,1.9608,0.999114,0.8,4888.0,4.34193,134.8894772,21.1694877,0.8021301735522557
EPIC 211613886.01,,0.958786,1.7691,2.6,809.0,1.2528,1.0377,0.968,5512.55,4.3918,135.6995684,14.7279308,0.8662832298878776
EPIC 203710387.01,,1.4044283,7.26,3.66,809.0,2.45,0.18003999999999998,0.88,3092.03,4.4905,244.1277536,-25.2057083,150.79108264361042
